text,label,multi_label,split,language,length,source,potential_noise
"💔 عن #رسول_الله (صلى الله عليه وآله) \"" #ياعلي ، إني قد أوصيت فاطمة ابنتي بأشياء وأمرتها أن تلقيها إليك ، فأنفذها ،…",0,human,test,ar,23,ajgt,0
بجي بجي اسبوع الجاي 🌚,0,human,test,ar,5,ajgt,0
احلى أمر : أغلقوا هواتفكم نستعد للإقلاع 🌚 .. إلى اللقاء ✋♥️,0,human,train,ar,12,ajgt,0
نسأل المولى أن يمن على الفقيد بالرحمة والرضوان، ولكم من بعده الصبر والسلوان، إنا لله وإنا إليه راجعون. عظم الله…,0,human,train,ar,20,ajgt,0
على مدار اليوم بنقابل ناس وبننحط فى مواقف بتفكرنا قد ايه ان الحياه ظالمه وكانت قاسيه علينا 💔,0,human,train,ar,18,ajgt,0
اش طلع 🤔,0,human,train,ar,3,ajgt,0
حقيقي مو قادره اتخطى صدمتي فيك 💌,0,human,test,ar,7,ajgt,0
للأسف الحلو بنستهطر به 😔 مش بنمسك في الفرصة✋🏻 يلا ربنا معهم ويفوقوا كدة,0,human,train,ar,14,ajgt,0
😴 #مبادل_جدة شكلها القصله مافيكم احد مبادل وجاد 🤕,0,human,train,ar,9,ajgt,0
وانت مشغلك الله باامير محمد وابناء بلده بدل ماتنشغل في بلدك ومشاكله الله يشغلك في نفسك 🙂,0,human,train,ar,17,ajgt,0
الله يعيننا الحين على استعراض انا الي بار بأمي . الأم غلطانة .من متى احد يركب مع العرسان ؟ ناقص تنام بينهم في الفند…,0,human,train,ar,24,ajgt,0
دائما بكل البلدان دور الاخونجية -يختارون أحد اتباعهم ويجعلونه رمز للثورة بالدعم الإعلامي -يضعون قناصة ويستهدفون…,0,human,train,ar,16,ajgt,0
صباحك جميل حبيبتي 💕,0,human,train,ar,4,ajgt,0
فعلا صباح الخير صصباح جمميل يبتدي ب امطار وبرق ورعد صباح طاقه ايجابيه 💕 الحمدلله دائما .,0,human,train,ar,17,ajgt,0
"كل مانحتاجه:🤔 ""عتمة ليل ولمعة نجوم وقمر مضيء.""❤ و موجه بحر هادي 💛 💙 ليل مايجي بوصلك ماهو مرحبا فيه . ﺎ…",0,human,test,ar,22,ajgt,0
ماعندنا شك فيك يامعلم ونعلم مابداخلك من عشق للعالمي وكل ماتقوم به بشكل عفوي اعتذارك للجمهور النصراوي يزيد محبتك اكث…,0,human,train,ar,20,ajgt,0
مشتاقة للمطر 😔 #صباح_الخير,0,human,train,ar,4,ajgt,0
والله هذا اسمه مو زوران هذا يصلح ثوران 😂 خلوني اكمل هدايا بس 💔,0,human,test,ar,14,ajgt,0
نفس الشي 💘,0,human,train,ar,3,ajgt,0
الله يبارك فيك ويسعدك 💜,0,human,train,ar,5,ajgt,0
قوتنا بعد الله دائما أنتم🌹💙 الف مبرووك 💙 الحمد لله و الشكر له 🙏,0,human,test,ar,14,ajgt,0
صباح الخير 🌚,0,human,train,ar,3,ajgt,0
ذا يتكلم ولا يتمضمض 🙂,0,human,train,ar,5,ajgt,0
الحمد لله .. كانت مباراه صعبه ولكن بتوفيق الله ثم دعمكم تجاوزنا المباراه 💙,0,human,train,ar,14,ajgt,0
صراحة سيرفس سيء جدا ساعة علشان انقل لطاولة برى وطول الوقت وانا جالسة داخل محد مر علي قالي وش تبين تطلبين 😒 ( Urth…,0,human,train,ar,24,ajgt,0
أتمنى أني أهون عليك قسوة العالم، لكنك تعلم أنه ليس بيدي حيلة.. ستفرج عما قريب.. 💙 ⠀,0,human,train,ar,17,ajgt,0
لحظه شلون اختبار يوم السبت 🤔,0,human,train,ar,6,ajgt,0
#مسلسل_ودك_يتكرر_برمضان رمضان شهو عبادة مب شهر مسلسلات 😒,0,human,train,ar,8,ajgt,0
ابي اروح كوتشيلا 😞,0,human,train,ar,4,ajgt,0
كلمة حب وتقدير وتحية وفاء وإخلاص.. تحية ملئها كل معاني الأخوة والصداقه.. تحية من القلب إلى ال…,0,human,train,ar,17,ajgt,0
كل واحد يعبر عن حزنه بطريقته :),0,human,train,ar,7,ajgt,0
ياان بابا عليه حركات يقول بروح مشوار فجاه يصور بالملعب يااهوو ايش فييه!! جحد بناته 😞,0,human,train,ar,16,ajgt,0
صباح الخير يا قوم. منذ بضع أيام والتحذيرات من كميات كبير من الأمطار قادمة نحونا. تصلنا تباعا. أين أنتم ياغرفة طوا…,0,human,train,ar,21,ajgt,0
منجدكم ماتبغونهم مايغنون ستاي من كثر الاغاني عشان يختارو 🙂 #BLACKPINKxCoachella_D1,0,human,test,ar,11,ajgt,0
"بتتجوز 💍 وعمرها -18 سنة وبتساوي حفلة ""توديع العزوبية"" 😅 على اساس عشتي العزوبية 😒 ساوي حفلة ""توديع الطفولة"" احسنلك 👶🍼",0,human,train,ar,21,ajgt,0
يمكن هوايتي الوحيده اصور الغيوم بس 💘,0,human,train,ar,7,ajgt,0
وايد قاعده احاتي ماعرف اشلون بقدر انام 😢,0,human,train,ar,8,ajgt,0
طيب يمكن تعبان مشغول أو عنده ظرف عائلي' الاسبان يحبون يسوون دراما 🚶🏻‍♂️,0,human,train,ar,13,ajgt,0
الحب لأنك تحبي المال 😜,0,human,train,ar,5,ajgt,0
#صباح الاتحاد 💛 حي الصباح اللي نسيمه وصالك ي إتحاد💛😩,0,human,train,ar,10,ajgt,0
لاتشغلون الاغاني مع المطر :),0,human,train,ar,5,ajgt,0
اليوم 🇸🇩 ✨رحمة الله ومغفرته لكل الشهداء ،، ارقدو بسلام وأمان 🌹 #السودان #اعتصام_القيادة_العامة #sudan #تسقط_بس,0,human,train,ar,16,ajgt,0
محمد يوم يغني مذهلة بالرياض وعباس يوم يغني زاهية اكيد كانوا يقصدون الرياض بوقت المطر 💙,0,human,train,ar,16,ajgt,0
عشان نبقي متفقين اى حد يبعت Dm بلوك وهريح دماغى مش ناقصه استظراف 😤,0,human,train,ar,14,ajgt,0
آميين يارب 💗 ويديمك لأهلك,0,human,test,ar,5,ajgt,0
#زلزل_الملعب_نصرنا_بيلعب #النصر_الاتحاد تبقى الوحيد بخافقي ماشطبته اللي ملكني بالغلا و احتواني اخذتني كلي .. و…,0,human,train,ar,15,ajgt,0
الحمدلله عدت الى احضان امي 😂,0,human,train,ar,6,ajgt,0
«🌸 ✨ » اللهم رضاڪ ، اللهم لا شتات و لا خيبهۂ ظن ، اللهم طمأنينهۂ لا سقوط و لا اختلال و لا تعثر ، الل…,0,human,train,ar,26,ajgt,0
ابطال الحد الجنوبي 💪 منسيناكم وسوف تخرجون الحوثي ومن معهم من جحورهم واليوم باليمن 🤘 وغدن في قلب طهران 💪 قادموو…,0,human,train,ar,21,ajgt,0
إن لم تستطع قول ألحق فلا تصفق للباطل💫🌷 ✋,0,human,train,ar,9,ajgt,0
تصرف محمد كنو في الهدف هو ٪ من قيمة الهدف، لعيب يا محمد 💙,0,human,train,ar,14,ajgt,0
طيب سويلهم فطور ولا يكثر 😂,0,human,train,ar,6,ajgt,0
بادكوك طالب باخصاء السعودين ليوقف نسلهم لكنه قوبل بغضب شعبي وفضح المخطط . ولجوء شركاء المخطط بمنع الشباب من الزواج…,0,human,train,ar,20,ajgt,0
الاتحاد غدا مباراة انتحارية لا تقبل انصاف الحلول يجب ان نفعل الغير متوقع .. نحن في موقف صعب للغاية الاتحاد قدها 💛,0,human,train,ar,22,ajgt,0
لاعبي #الهلال يتجهون لتحية عبدالله المعيوف بعد نهاية المباراة نتيجة مستواه الكبير في لقاء اليوم 💙,0,human,train,ar,16,ajgt,0
┊┊⇣✧ ┊⇣✦ ⇣✧ ⠀⠀ لليالي نجد مامثلك لليالي غلاك أول وزاد الحب غالي ،.#الرياض #مطر🇸🇦🎵🕊✨ #ذكراك 💔 #حنايا_الغيث💜🌟,0,human,train,ar,18,ajgt,0
هسى شو يعني الواحد بس يصحى بلاقي وجهه منفخ وأصابعه منفخات 🤔 Ps : بحبش اروح ع دكتور,0,human,train,ar,18,ajgt,0
ٲليس من العيب ان تحفظ كل الأغاني .. وتكرر نفس السورة في كل صلاة .. 💔,0,human,train,ar,16,ajgt,0
شيخة عرب بنت العرب وبنفسها معتزه طيب ونسب زين وادب واللي تبيه تحوزه من مثلها من قدها واقوى شعور اته…,0,human,train,ar,20,ajgt,0
أول صباح لي ورئيسي ما كوز 😭 يا صباحات السعادة يا صباحات الهناء 💛💛,0,human,train,ar,14,ajgt,0
أصبحنا وأصبح الملك لله،اللهم أجعل قلوبنا خزائن توحيدك وألسنتنا مفاتيح تمجيدك وجوارحنا خدم طاعتك وعزنا في الذل لك و…,0,human,train,ar,19,ajgt,0
جنه محد تايب 😂 الوصخ وصصخخ ..,0,human,train,ar,7,ajgt,0
🤣 الحلقة كم ساعه ولا ساعتين,0,human,train,ar,6,ajgt,0
🎥 وضعنا غدا 😩 .. #الاتحاد #الشاهينو,0,human,train,ar,7,ajgt,0
⚛ تبي شي يقويك جنسيا 😳 ☣ فوريفر تعطيك 😉 🔸 *مجموعة تعزيز القدرة* 👨 مع🌹 _آرجي بلس والمالتي ماكا_ 🌹 ✅ ذي مني لك وهتقوي…,0,human,train,ar,26,ajgt,0
صباح النور 🌹,0,human,train,ar,3,ajgt,0
📌 فيفا تركت الاتحادات والبطولات القارية وتركت القضايا الدولية وتركت مشكلة تنظيم كأس العالم وتنظيم كأس العالم للأندي…,0,human,train,ar,18,ajgt,0
#الغانم_العيسى_للمقاولات #دمشق_الرياض #جدة 💚تنفيذ المظلات 💚المشبات 💚الشويات 💚الافران 💚 هناجر 💚مستودعات 💚ترميمات…,0,human,test,ar,12,ajgt,0
"""فوق السماء جنة .. وتحت السماء امي 🌌",0,human,train,ar,8,ajgt,0
على حسب المشكلة لان صعب يعمم الشخص بجواب واحد لكل المشاكل ..بعض الزوجات عقوبة مو زوجة ومن تحط رجلها ببيت زوج…,0,human,train,ar,21,ajgt,0
ولا يوم عرفت يا أهلي المستحيل ❤️ الأهلى فوق لو فين ما كان 💖,0,human,train,ar,14,ajgt,0
"فعلا ""الحياه جديره بالإهتمام"" 💜",0,human,test,ar,5,ajgt,0
#الفيفا_يرد_احتجاج_الهلال_صحيح القانون معك اما وش ذنب الوحده هذا كلام استرحات .فرصتك لتثبت وجودك ي كبير الرياض 💙,0,human,train,ar,17,ajgt,0
🌹 *بسم الله الرحمن الرحيم* اللهم صل على محمد وآل محمد عن فاطمة الزهراء عليها السلام أنها قالت ،،…,0,human,train,ar,19,ajgt,0
"الوطنيين القدامى ""الشياب"" ضايقتهم الأقاويل عن سمية الخشاب لكن لم يحرك شعره منهم عندما قذف مغردين #حلف_الفجار بنات و…",0,human,train,ar,19,ajgt,0
❀ ∞ سڪروا الباب ف وجھہ اللي يڪسرون خواطرڪم من المرھہ الاولى لانها راح تنعاد مرھہ ثانيھہ وثالثھہ ورابعھہ .. ❀,0,human,test,ar,21,ajgt,0
📜 قصيدة ((حدنا لابطون المملكة)) ☆ للشاعر/ #محمد_الجرف ☆ تسجيل ومكساج / ذوالفقار السراجي قال أبو معد من عرش الصروح…,0,human,train,ar,20,ajgt,0
لروحك مليون سلام شهيد الغربة محمد ابو شملة الى جنان النعيم 😥,0,human,train,ar,12,ajgt,0
هذا #الرجل من #أمريكا قضى عاما في #السجن ظلما في قضية #قتل وحكم علية مؤبد وبعد #قضاء #المده #عاما اكتشف أنه…,0,human,test,ar,21,ajgt,0
↴ ✿❥ 🕌 #تذكير_يوم_الجمعة 🕌 ✨يوم الجمعة اجازة وراحه من الرتويت_الاجباري 🔁 ٰ ✨#التبادل_ودي_بين_الاعضاء ♻️ من…,0,human,train,ar,16,ajgt,0
كلما سرح الخيال تلوح لي أيامنا و الماضي 💔,0,human,train,ar,9,ajgt,0
يحليلك ليش منكد ع عمرك صاحب الفرح والسعادة بدلهم 😬,0,human,train,ar,10,ajgt,0
بعد كدا الجامعة ح تفتح و ح نسقط نحن 💔,0,human,train,ar,10,ajgt,0
اللهم إفتح لنا ، أبواب السعاده و الرضا و إجعل ما نسعى إليه أجمل مما مضى ..!! ⁧ 🌸صباح الخير 🌸,0,human,test,ar,21,ajgt,0
السحب الليلة على الايفون .. رتويت للمرفقة وطبق الشروط 👇,0,human,train,ar,10,ajgt,0
كل مرة تخليني احبها بطريقه أعمق واكبر وكأنها تثبت لي إن نهايتها بقلبي مستحييله :(,0,human,train,ar,15,ajgt,0
من كبرت ماقمت اسير 💔,0,human,train,ar,5,ajgt,0
والله الثلاثة اتفه من بعض العروس كريهة شو يعني لو الام ركبت و العريس دراما حبتين طلقها عشي تافه و الام نشبة و لزقة…,0,human,train,ar,24,ajgt,0
الله أكبر 🌸 الحمد لله 🍁 لا اله الا الله 🌸 سبحان الله وبحمده 🌴 سبحان الله العظيم 🌴 لاحول ولا قوة الا بالله العلي الع…,0,human,train,ar,26,ajgt,0
#زلزل_الملعب_نصرنا_بيلعب #النصر_الاتحاد - عبدالرزاق حمد الله بعد مباراة الهلال قال كلمه للتاريخ : ( إذا ماتثق في…,0,human,train,ar,17,ajgt,0
مشكور حبيبي 😍,0,human,train,ar,3,ajgt,0
ايي والله 💔,0,human,train,ar,3,ajgt,0
كسرت الخاطر من شخص عزيز ع قلب تختلف وتخلينا نسوي ردت فعل مو احنا 😔,0,human,test,ar,15,ajgt,0
الى متى التعامل السئ للخادمات وعدم احترامهم وكأنهم حشرات والله هالمواقف تصير بيننا ونشوفها المربية جات من بيتها مع…,0,human,train,ar,19,ajgt,0
الهلال ينتصر .. لكنه بعيد جدا عن مستواه ! إهدار غريب .. لفرص سهلة جدا ! خط دفاع يعاني كثيرا ! كنو .. إمك…,0,human,train,ar,24,ajgt,0
الساده العالم العربى 😎 احنا الشعب النايم الكسول اول شعب افريقى نوبى عربى طلع طالب برحيل نظام ورئيس اول شعب خلع…,0,human,train,ar,21,ajgt,0
ده انتي مش هتحتويهم بس ده انتي هترضعيهم كمان .. قلب الام 😇,0,human,train,ar,13,ajgt,0
ياكثر ماشفت الصوره ذي 💀,0,human,train,ar,5,ajgt,0
ليتك تفرحنا وتحكيلنا قصة ليمان وكيف كان يأمر الأتراك بأن يضعوا أهلك على الخوازيق وكان الترك ينفذون أوامره وليتك تحك…,0,human,train,ar,20,ajgt,0
معك حق ، اهل طرابلس عم يسألواعنها ، ما شافوها من وقت ما كانت نائبة .,0,human,train,ar,16,ajgt,0
واو باقي يوم وابدأ ادوام :),0,human,train,ar,6,ajgt,0
الله موجود إذا حزنك على غائب، الله معاك اذا مزعلك انك وحيد، الله كبير لو الضعف تعبك، الله جنبك لو محد قاعد يشاركك…,0,human,test,ar,23,ajgt,0
للاسف محلمتش الا بجون واحد بس 😐,0,human,test,ar,7,ajgt,0
زهرة شبابى دبلت 😂,0,human,train,ar,4,ajgt,0
كففو انا ب طريق السحبة على كيهيون لاجل جوهون :(,0,human,train,ar,10,ajgt,0
😂😂 تصدقي الصباح الساعه وحده راكبه دراجة على الكورنيش 😑 ليتها كانت سيارة لابسه مرة لباس الدراجين.. غير أ…,0,human,train,ar,19,ajgt,0
انتظرك ولازلت متمسك فيك وغيري للأسف فيك يقهرني 💔,0,human,train,ar,9,ajgt,0
"""إلا من أتيٰ الله بقلب سليم"" اللهم قلبا سليما قلبا مليئا بالطمأنينة والسلام 💜 #سعاد_تك",0,human,train,ar,15,ajgt,0
بسم الله الذي لا يضر مع اسمه شئء في الأرض ولا في السماء وهو السميع العليم رضيت بالله ربا وبالإسلام دين وبمحمد صلى…,0,human,train,ar,23,ajgt,0
گم #ﻫﻲ ﺻﻌبة لحظﺎﺕ #ﺍﻹﺷتيﺎﻕ ﻟﻤﻦ😔 ﻻ ﻳﻤگن ﺭوﻳﺘﻬﻢ #ﺃﻭ ﺣﺘﻰ #ﻣﺤﺎﺩثﺘﻬﻢ 💔,0,human,train,ar,13,ajgt,0
انا خايفة التعليم يموتني قبل مايموت 😰,0,human,test,ar,7,ajgt,0
طبعة الروج 💋 هي العلامة اللي تعرف بها البنت نقابها اذا مقلوب او لا صحيح هالكلام ي بنات ؟! 🌚😂,0,human,train,ar,20,ajgt,0
موقفي من الدولة محمد الخامري قال لي صديقي الوزير وهو المبهور بكتاباتي وآرائي كما يقول: لماذا تهاجم الشرعية وتقف مع…,0,human,train,ar,20,ajgt,0
صباح الاجواء الجميلة صباح المطر 💙,0,human,train,ar,6,ajgt,0
الحمد لله💙 ألف مبروك يازعماء 💙 القادم أجمل إن شاء الله 🙏🏼,0,human,test,ar,12,ajgt,0
الله يعيني على هالاسبوع الكل يذاكر وانا لا شغل ولا مشغله الوضع واضح بيصير اكتآب و طفش 😂,0,human,train,ar,18,ajgt,0
#الاتحاد_النصر #زلزل_الملعب_نصرنا_بيلعب #احتزم_يانصر_معك_رجال #العالمي آمين يارب العالمين والله يعطيهم العافيه 🌹💛…,0,human,train,ar,11,ajgt,0
"وعندما رفعت صوتها وقالت ليس لي أحد يا اللٰه 💔 رفع الأذان قائلا : "" اللٰه أكبر ""⁦❤️⁩",0,human,train,ar,18,ajgt,0
بشقها نصين عشان مره ثانيه ماتتمسكن علي 😅,0,human,train,ar,8,ajgt,0
تخيلو حمد لله يحسب عليهم وما يلعب 🌚,0,human,train,ar,8,ajgt,0
والله حمدتي والصادق المهدي لو بفكرو كده م كان سقطناها 🌚,0,human,train,ar,11,ajgt,0
جبرالله كسر قلبك وجمعك بها في دار كرامته ومستقر رحمته 💔 وغفر لها ولجميع موتى المسلمين,0,human,train,ar,16,ajgt,0
My little baby booy gonna graduation from high school today 🎓☹️💕 والله وكبرناا وصرنا خريجين وبنروح الجامعه 😢 ج…,0,human,train,ar,19,ajgt,0
🔴 المباراة القادمة : ⚽️ مانشستر يونايتد v وستهام يونايتد 🏆 بريميرليغ 🏟 أولدترافورد 🗓 السبت ابريل ⏰ :30 (بتوقيت…,0,human,test,ar,20,ajgt,0
الى متى التعامل السئ للخادمات وعدم احترامهم وكأنهم حشرات والله هالمواقف تصير بيننا ونشوفها المربية جات من بيتها مع…,0,human,train,ar,19,ajgt,0
يا اخوانا و الله لسة مطالبنا ما أتحقق منها غير مطلب واحد .. عليكم الله الناس ما تتخاذل 💔,0,human,train,ar,19,ajgt,0
يا اخوانا و الله لسة مطالبنا ما أتحقق منها غير مطلب واحد .. عليكم الله الناس ما تتخاذل 💔,0,human,test,ar,19,ajgt,0
هشتمها ع الصبح أهوو اهوو 😒,0,human,train,ar,6,ajgt,0
احسني الوحيدة الا م صورت المطر 🌚,0,human,train,ar,7,ajgt,0
_ ♨️ عسل سدر 🎀 ♨️ اقسم بالله انه عسل سدر ♨️ ⛰ جبلي طبيعي 🍯 🇸🇦 مفيد جدا للال…,0,human,train,ar,20,ajgt,0
املاء ولا نطق 😬 !,0,human,test,ar,5,ajgt,0
صباح الخير لك انتي فقط 💙,0,human,test,ar,6,ajgt,0
بنشكر الله انو القلب عضلة مو عظم .. بضل التعضيل ارحم من الكسر 😔,0,human,test,ar,14,ajgt,0
✋ الكلمة الطيبة صدقة، ورب كلمة يكتب الله لك بها الرضوان إلى يوم تلقاه، ورب كلمة يكتب الله عليك بها سخطه إلى تلقا…,0,human,train,ar,23,ajgt,0
بيازيد و سليم ♥️ صرب و مارت 🧡 هاكان و انجين 💛 #Arasbulutİynemli,0,human,train,ar,13,ajgt,0
اووخص يالاملط طلع لك لسان 😂,0,human,train,ar,6,ajgt,0
مفيش آجمل من آنگ تگونے عايشہ'ة 🙈 وسايبہ'ة گل حاجہ'ة علے ربنآا ❤🌼 وفے قلبگ يقين آانہ ديمآا ربنآا گاتبلگ آللے فيھ آلخير 💙,0,human,train,ar,24,ajgt,0
رئيسين في يومين قالو الربيع العربي 😒 نحنا الكتاحه الأفريقية,0,human,train,ar,10,ajgt,0
أبي اسوي شي مينون خارج الروتين ؟ عطوني اقتراحات 😍,0,human,train,ar,10,ajgt,0
أحبك جهرا في كتاباتي ، وسرا حين يستغرب من حولي ابتسامتي المفاجئه 💕,0,human,train,ar,13,ajgt,0
انا قوس، م احس اني عقرب ومواليد اخر يوم بالعقرب 😕 عقرب تقليد,0,human,test,ar,13,ajgt,0
انا من يوم شفت ابحك غسلت أيدي منك 😭,0,human,test,ar,9,ajgt,0
قبل كم يوم اتذكرته الله يغفر له ويرحمه 😢,0,human,train,ar,9,ajgt,0
💔💔 مانسسااك 💔💔 من قال عقب فرقاك حبيت كذااب ماملا عيني من جنسك غيرك أحد إنتي أول أغلا عشق آخر الأحباب مانسا…,0,human,train,ar,22,ajgt,0
ولا شي 🌞,0,human,train,ar,3,ajgt,0
ليلة الإسراء والمعراج 🕌 ليله غسلت فيها أحزان الحبيب ﷺ بعد عام الحزن 💝 اللهم كما جعلتها ليلة دخول الفرح والسرور عل…,0,human,train,ar,22,ajgt,0
#امطار_الشرقيه 🌺كلين 💪🏼 للتنحيف 🎀 والرشاقة💪🏼 متاابعة دورية خلال مدة الكوورس 🌻 مع خبراء تغذية 🌸…,0,human,test,ar,16,ajgt,0
اجعلني يارب نورا لا يأفل هديه، ومطرا لا يكف ريه.. وحدائق ذات بهجة 🌿,0,human,train,ar,14,ajgt,0
📚 انعتاق لا تظنوا الأمر سهلا، فأن تعيش كما يريد الله وحده، وكما تريد أنت وحدك، دون استعباد من شيء أو أحد، فذلك من أ…,0,human,train,ar,25,ajgt,0
الحضور الجاف .. مؤذ أكثر من الغياب 💔 #مساءالخيرر,0,human,train,ar,9,ajgt,0
✦ ✿ ‌. . أنت فقط من يلفت أنتباه قلبي دائما . . ✦,0,human,train,ar,14,ajgt,0
انت جاي تتهاوش معي ولا شالسالفة 😭,0,human,train,ar,7,ajgt,0
كبذور الحب أنثرك ع أرض جافة قاحلة لا حياة بها ،، فتزهو بك وردا وزهر فتتسم بالحب بجنانه .. 💜,0,human,train,ar,20,ajgt,0
اننا كالاموات في يأسهم من الحياة وكالاطفال في املهم وبين ذاك وهاذ روح تتحطم 💔,0,human,train,ar,15,ajgt,0
وذحين M 😭,0,human,train,ar,3,ajgt,0
لما رأيت أنواره سطعت وضعت من خيفتي كفي على بصري خوفا على بصري من حسن صورته فلست أنظره إلا على قدري روح من النور…,0,human,train,ar,24,ajgt,0
محد يحب ادهم نابلسي كثري :(,0,human,train,ar,6,ajgt,0
أريد أن لا يصابوا أخوتي بأي خدش بأي تعب، تلك هي دعوتي الأبدية ورجائي الدائم. - يارب. 💙,0,human,train,ar,18,ajgt,0
كلماتي أرددها دائما (أنا أتعلم.. أنا أتغير الأن) 🌸 #كتاب #رسائل_من_القلب #ماذا_نقرأ,0,human,train,ar,12,ajgt,0
عايز ارجعلك ممكن.. بكرهك ممكن.. لسه بحبك ممكن.. بما بشوفك قلبي يدق جامد اه.. وبعدين 💔,0,human,train,ar,16,ajgt,0
ابي اروح الكوتشيلا :(,0,human,train,ar,4,ajgt,0
بمناسبة فوز الهلال .. 💙 سحب على آيفون XR📱 رتويت وتابع - السحب بعد ساعة موثق بالفديو 💪,0,human,train,ar,18,ajgt,0
انا لم أرحل .. ولكن انتي من أطفأ النور بداخلي فتلاشيت 💔,0,human,train,ar,12,ajgt,0
على وين 😢,0,human,train,ar,3,ajgt,0
اشي استظراف اشي خفة دم اشي طقطقه,0,human,train,ar,7,ajgt,0
ردة فعل لينا اختي لما صحت وشافت ميك اب امي وهي طالعه 😂,0,human,train,ar,13,ajgt,0
لا يأتي الإهتمام إلا من قلب يخاف غيابك 🌹,0,human,test,ar,9,ajgt,0
اقصد بالرد 😂,0,human,test,ar,3,ajgt,0
ابن اخويا بيبلطج عليا وبياخد حجاتي 😏,0,human,train,ar,7,ajgt,0
لي وليف سم حالي وانا عنه انتحيت حالف أن عيني على غيرهم ما لدها في وداعه يوم قفا تهيضت وبكيت يوم نفسي جنبوها من اللي ودها :(,0,human,test,ar,27,ajgt,0
"اي انجاز بستحق انو نفرح بيهو , لكننا في انتظار الفرح الحقيقي والاحتفال الاكبر , البتلخص في تحقيق كل مطالب وغايات ال…",0,human,train,ar,22,ajgt,0
اي والله انها عيني 😢,0,human,train,ar,5,ajgt,0
-مفيش لسة مجاش🙄😕 -مفيش برضو 😂 -نفسى اعرف نفسى اكتر اعرف انا عايز اى😌,0,human,train,ar,14,ajgt,0
وش احكي لك ؟ غرق هالليل في زحمة تفاصيلك ♥,0,human,train,ar,10,ajgt,0
احد يفهمني شصاير هنا 😭,0,human,train,ar,5,ajgt,0
هل المطر على الديار و هلت رشاشه متى على الله يا شبيه الغيم ودك تهل 💙,0,human,train,ar,16,ajgt,0
وضع الدوري هالسنه 😁,0,human,train,ar,4,ajgt,0
أششين يوم بحيياتتي امي طاحت مغمى عليها وودوها الاسعاف دعواتكم لها تكفون والله لاموت اذا صار لها شي 💔,0,human,test,ar,19,ajgt,0
مافيه شي بهالزمن مضمون أقنعني الوقت وأقنعته ! يخونك اللي مستحيل يخون ويحبك اللي ؟ مٓ توقعته ﮼بوح،الريم ❥ αℓяɪм…,0,human,train,ar,20,ajgt,0
كل سنة وانتي طيبة كل سنة وانتي صاحبتي كل سنة وانتي فرحانة ومبسوطة كل سنه وانتي مثال للوفاء والجدعنه وال…,0,human,train,ar,20,ajgt,0
حتى عامه الشعب تلاقيهم بلندن أو باريس يحكون مع اولادهم إنجليزي ..! اللغه العربيه ذهب…,0,human,test,ar,15,ajgt,0
