text,label,multi_label,split,language,length,source,potential_noise
@KingdomGuard welcome new cd out this week...maybe even tomorrow!,0,human,train,en,9,twitter,0
@CatholicChicks hate bein on the phone that long,0,human,train,en,8,twitter,0
"If anyone wanted to attend TEDMED but can't make the date, I'll happily take your place, and will live-blog it for you too",0,human,train,en,23,twitter,0
@melbgirl It means the same to us!  #GoCats,0,human,train,en,8,twitter,0
"beach this morning,bbq this afternoon. Back to school/work 2morro",0,human,train,en,9,twitter,0
@joshlam and you are how old?? REALLY?!?,0,human,train,en,7,twitter,0
@bing siteowner custom search box fail... &quot;market&quot;:&quot;en-AU&quot; does nothing - it still targets US search   should be &quot;only from australia&quot;??,0,human,train,en,20,twitter,0
Watched Crank 2.... awesome,0,human,train,en,4,twitter,0
@TheUncoolest,0,human,train,en,1,twitter,0
Night in with the rock star...,0,human,train,en,6,twitter,0
first night in myers. just not the same w/out lydia!  but i'm actually excited about this summer!,0,human,train,en,17,twitter,0
"my tooth is sving, and I cannot see my dentist for a week",0,human,train,en,13,twitter,0
cant sleep got heartburn really bad,0,human,train,en,6,twitter,0
Off to Whipsnade  Hope it's dry,0,human,train,en,6,twitter,0
Going To Bed ...My Ankle Hurts,0,human,train,en,6,twitter,0
hates the fact she scanned the wrong passage in all those commentaries she was going to use for her essay,0,human,train,en,20,twitter,0
I shame the name of female  lol Alright. Shower then sleep then get up in like 5 hours.,0,human,train,en,18,twitter,0
"@disil429 Fine. Kinders coughing again, so not a lot of sleep. Weather's good, though, that's the main thing",0,human,train,en,18,twitter,0
Listening to the Nutcracker.  Who says it's only a Christmas thing?!,0,human,train,en,11,twitter,0
"i miss him, i cant wait to see him, im happy",0,human,train,en,11,twitter,0
@tristanwilds are you missing me? i'm missing my tuesday nights of 90210,0,human,train,en,12,twitter,0
"@mithss mourniiiiiiing eh, morniiing!!!",0,human,train,en,4,twitter,0
@pamelaong Glad the blog helped,0,human,train,en,5,twitter,0
Awesome pumpkin! Your famous,0,human,train,en,4,twitter,0
"@ScarlettHarlott Sadly , I've never seen a single episode. I know , I'm fired , right?",0,human,train,en,16,twitter,0
@LucasGo Haha. I will! o.O Hows you?  Long time no @ reply.,0,human,train,en,12,twitter,0
"@PaulaAbdul awww, Good luck Paula!! Please don't work too hard  but I hope you have fun  Your new album is gonna be amazing!  xxx",0,human,train,en,24,twitter,0
Seattle PRIDE will be June 28th at 11am.  Come out and support your community! March with the marriage equality contingent!,0,human,train,en,20,twitter,0
"@Lujee seriosuly, the second one &quot;since I'm already a mid. class dude and would work for food&quot;",0,human,train,en,17,twitter,0
at school...listining to die Ãrzte - Westerland...great song really..btw i'm so tired...i sleeped between 02:30 and 05:30..thats bad,0,human,train,en,18,twitter,0
I am so hungry  I hate not eating breakfast!,0,human,train,en,9,twitter,0
ewww if i work at fazoli's i have to year a viser...and ugly shoes...and a pony tail...and no nail polish,0,human,train,en,20,twitter,0
Oft. As finished as I can be. Can I relax and be on holiday now? I think I've missed the acceptable slot for lunch.,0,human,train,en,24,twitter,0
@ItsNeet 100%.. its like getting an A for all your classes..,0,human,train,en,11,twitter,0
"@seblefebvre Hi Seb! I'm a spanish fan of you.I'm addicted to SP and I think it's the best band in the world!please, come to spain early",0,human,train,en,26,twitter,0
i have find my someone,0,human,train,en,5,twitter,0
@marqueshouston We are the &quot;Fugazi Patrol&quot; &amp; our motto is &quot;If u see a clown point em out&quot; please let everyone know about us,0,human,train,en,24,twitter,0
it is ginormous... Haha well i  feel wierd talking about myy ziiiit  ta ta  good nightt,0,human,train,en,16,twitter,0
One interlock down one to go,0,human,train,en,6,twitter,0
"ugh...summer colds are the worst, esp when you have a fever on top of this ridic humidity",0,human,train,en,17,twitter,0
@dbferguson I'm using an Asus. Forget which one at the moment since I don't have it near me.But my complaints are similar to yours.,0,human,train,en,24,twitter,0
"@powersurf OH I've Got a case. I designed it. Someone idiot stole it and I can prove it. If they want to play hardball,I'm game.",0,human,train,en,25,twitter,0
my thumb hurts after breaking the nail....,0,human,train,en,7,twitter,0
"@amymacdonald1 Congrats on the 4x platinum  It's a fantastic album, one of my favs",0,human,train,en,14,twitter,0
@benlizzotte so i think you should work for the discovery channel b/c then it would be media AND sharks!,0,human,train,en,19,twitter,0
"@paddyrules home is mums house lol hm maddens could be a plan, am actually stone cold broke atm tho not even sure i could afford door fee",0,human,train,en,27,twitter,0
@MandyyJirouxx that page doesn't exist,0,human,train,en,5,twitter,0
fighting a cold.,0,human,train,en,3,twitter,0
@greeleyalex  aw im jealous! I miss home. I wish I could be home in CG right now! Watching spanish tv with my Gparents,0,human,train,en,23,twitter,0
@aleshacal my phone is dying  no charger here!,0,human,train,en,8,twitter,0
@mileycyrus Green Day new cd on the 15th and you on the 16th. woo!!,0,human,train,en,14,twitter,0
my tv always freezes while i'm watching inbetweeners,0,human,train,en,8,twitter,0
Back to school on Monday...Well I did get an iPod Touch. @shmuxel + @randomized180 See yah tomorrow then I guess,0,human,train,en,20,twitter,0
@LisaAnneWest i missed it  have to catch up on sunday ohh ye so  fancy ldn on sunday? xoxo,0,human,train,en,18,twitter,0
tried to check out your site @poeticmindset ... not working,0,human,train,en,10,twitter,0
Watching Wayne Dyer's new program on PBS &quot;Excuses Begone!&quot;. Lower mainlanders can check it out on ch. 27 or 204 on Shaw! Peace,0,human,train,en,23,twitter,0
pimples attack! Arghhhhhhhhh,0,human,train,en,3,twitter,0
"has to pack, stillll. and doesn't want to..",0,human,train,en,8,twitter,0
@snikkins How dare you get some before I have a chance to. You're no longer my friend,0,human,train,en,17,twitter,0
"Can't stop listening to the clips of @Jonasbrothers new album Lines, Vines and Trying Times its so amazing can't wait for the whole thing",0,human,train,en,24,twitter,0
@AprAnaya  you will !   check the website so you can have an idea as to what product u want to try . I will sent u the email tomorrow,0,human,train,en,29,twitter,0
@annieomnious    can it be fixed?  can we make a new simple one mayb?,0,human,train,en,13,twitter,0
blÃ¤Ã¤ i have a headache,0,human,train,en,5,twitter,0
Has just joined Twitter.. It better be good!,0,human,train,en,8,twitter,0
Where in Singapore do they sell Dujour?,0,human,train,en,7,twitter,0
"#iranelection The &quot;yellow Press&quot; is alive and well in the 21st century, how quickly we forget the USS Maine",0,human,train,en,19,twitter,0
haven't been on all day  went to bed late last night!,0,human,train,en,11,twitter,0
"@claire_stokoe thank you, it only took me two minutes, thankfully the style of envirowise.gov.uk was already there for the taking",0,human,train,en,20,twitter,0
ps: i think twitter sucks if you dont have free unlimited texts.,0,human,train,en,12,twitter,0
"@xDorkyStacy Ha! THAT SOUNDS SO WRONG STACY! lmao  i love you. and when I take one, I'll think of you too. haha, and on youtube.",0,human,train,en,25,twitter,0
Who else misses Parade the day incredibly much..,0,human,train,en,8,twitter,0
I was caller number one.,0,human,train,en,5,twitter,0
@StewartWade ditto!! Goodnight &amp; rest well!! Go play the lottery! I bought a ticket when I was n FL last week but no luck!,0,human,train,en,24,twitter,0
"Mornin every1! Hope all is well I'm your worlds. I'm not sure why I'm at work at 7:45 this mornin, but I guess Its not all bad",0,human,train,en,27,twitter,0
should be going out but wants to stay put to participate in @RichardWiseman experiment - might have to do it by txt. (no photo part),0,human,train,en,25,twitter,0
"If you can take criticism and blame without resentment, YOU'RE PROBABLY THE FAMILY DOG  see... http://jijr.com/hitZ cheers, Lou-ann",0,human,train,en,18,twitter,0
"@TeeMonster Sorry, I know I'm late responding (15hrs  timezone troubles) but I think you would need to load Audacity to your compy",0,human,train,en,22,twitter,0
History exam today and dreading it,0,human,train,en,6,twitter,0
Just downloaded a new Twitter app for my phone. So much better already.,0,human,train,en,13,twitter,0
I seem to be making a habbit out of not falling asleep until very late,0,human,train,en,15,twitter,0
Missionaries had passport problems. Still havn't arrived  ya'll pray!,0,human,train,en,9,twitter,0
had a very good night,0,human,train,en,5,twitter,0
"Enjoying the morning just hanging out with Juliet in Victoria. She doesn't know it yet, but I'm taking her to see Il Divo tonight  #fb",0,human,train,en,25,twitter,0
Friends with scott again,0,human,train,en,4,twitter,0
I think that my lovely brother @ScottyHolloway should take me and his lovely sister @Ho11y to Old Town for some dinn dinn &amp; margaritas,0,human,train,en,24,twitter,0
Roast in the cooker and cakes in the oven soon.  Good morning!  Hope everyone is well today,0,human,train,en,17,twitter,0
Wooo I picked my sister and I miss the empty house.,0,human,train,en,11,twitter,0
@aleahhh season is almost done with babe,0,human,train,en,7,twitter,0
off to work    byeee xox,0,human,train,en,5,twitter,0
@alexandramusic Diversity won! damnn i wanted flawless to win,0,human,train,en,9,twitter,0
@DENISE_RICHARDS love your hair  dont ever cut ur locks,0,human,train,en,9,twitter,0
@okse *Phew* Hate to think you and Colin had fallen out! Glad he's smiling for you. Hip Hip Hip Hooray!!,0,human,train,en,20,twitter,0
@Dee_Dee_3 high low,0,human,train,en,3,twitter,0
"And the motivation came!  yay! Not finished yet, but well on my way!  Gonna go finish it. xx",0,human,train,en,18,twitter,0
"I though the clothes of AW0910 Collection from +9 designers will be there, together with the visual arts, but it is not",0,human,train,en,22,twitter,0
On schedule now to soft launch tomorrow evening - already have first customer - lost cat,0,human,train,en,16,twitter,0
&quot;Thank You [Lord] for reminding me to see myself the way You see me!&quot;,0,human,train,en,14,twitter,0
@CharlieeSimpson I Was Looking at an Old Poster From Busted The Other Day  You Had Really Short Hair And Everythng   Young Ta Old,0,human,train,en,23,twitter,0
"Ugh, so bored today!",0,human,train,en,4,twitter,0
home from a long day of work. i wore heels from 11am to 7pm. i must be crazy!! came right home to soak the feets. lol who wana rub em?,0,human,train,en,30,twitter,0
Still at work  This entire week has felt like an extremely long and awful Monday!,0,human,train,en,15,twitter,0
Upgraded iPhone to 3.0 but seem to have weaker link to tamu wireless,0,human,train,en,13,twitter,0
morning twitterland...off to work i go,0,human,train,en,6,twitter,0
@Debbiebarnhill I'm such a plantaholic.... I spent several thousand $s the last few years planting at my brothers lake cabin - he sold it,0,human,train,en,24,twitter,0
Trying to learn some &quot;PHOTOGRAPHY&quot;,0,human,train,en,5,twitter,0
@KrisAllenmusic I'll be sure to vote for you in that competition.  A star with your name on it would go well with your Idol Trophy!,0,human,train,en,25,twitter,0
already miss baby donkey,0,human,train,en,4,twitter,0
@kpsomotragos I have it on good authority that we'll be getting it around 3am.,0,human,train,en,14,twitter,0
Just heard gun shots in my neighborhood!!!,0,human,train,en,7,twitter,0
Just watched hella home movies with my aunt and uncle. I miss the days where our whole family got along,0,human,train,en,20,twitter,0
I am sooo tired!! My eyes literally can't stay open,0,human,train,en,10,twitter,0
I hate word challenge on facebook!,0,human,train,en,6,twitter,0
is sad she couldn't go out with her girls tonight  It's been too long....,0,human,train,en,14,twitter,0
"Wants a free doughnut, Krispy Kremes are so expensive, but 10 million times better than other doughnuts.",0,human,train,en,17,twitter,0
waiting for my hoe to come back,0,human,train,en,7,twitter,0
"i just cried a lot  im so over that all , and i cant hear it anymore...",0,human,train,en,17,twitter,0
Trying to get on facebook!!!,0,human,train,en,5,twitter,0
I want to post lol cats on here but I can't,0,human,train,en,11,twitter,0
@RobbieTaylor I have no comment about who won the game until this replay is completed.,0,human,train,en,15,twitter,0
Thank you everyone. I seriously am I lucky guy to have such great and lovely friends. Let's keep in touch  chuckishere.com at #LAX,0,human,train,en,23,twitter,0
friday gimmick in the office  but always looking forward for the weekend!,0,human,train,en,12,twitter,0
successfully obtained  visa entries to enter  and stay in the Royal Kingdom of Thailand!,0,human,train,en,14,twitter,0
Downtown Disney,0,human,train,en,2,twitter,0
@juzgalvez Hahaha! Don't be scared. They need fresh minds and you're it.,0,human,train,en,12,twitter,0
grandparents arrive tomorrow... good nite,0,human,train,en,5,twitter,0
"Random drunk girl sitting by my car: &quot;Is that your man bag?&quot;  Me: &quot;Yes, that's my man bag.&quot;  BTW, its name is Butch",0,human,train,en,23,twitter,0
lots of cool ppl  ~~&gt; @actionchick @thewildjoker @walterdoc @JGDemas @amilya @williger  #followfriday,0,human,train,en,12,twitter,0
Alright this is my debute twitt  yay lol,0,human,train,en,8,twitter,0
@Spitphyre girls i am outta it then  my exams,0,human,train,en,9,twitter,0
Why do peep toe shoes hurt so bad,0,human,train,en,8,twitter,0
@Alyssa_Milano do celebs get more characters than the rest of us?,0,human,train,en,11,twitter,0
need to charge my mac...,0,human,train,en,5,twitter,0
Keyshia cole loves bebe too!!!,0,human,train,en,5,twitter,0
"Dang it....BRB....have to get the cake, candles and ice cream out and sing happy birthday to my niece. Sweet 16",0,human,train,en,20,twitter,0
"@StiffValentine Olympus E-410.  Besides the recent digital lenses, I also got an old 50mm OM lens which mounts via a simple adapter.",0,human,train,en,22,twitter,0
Hmmm.... My whole body feels sore!,0,human,train,en,6,twitter,0
@Venyadosae I'm sooo happy you'll get to re-take penguin pics! I collect penguin stuff and am a penguin FREAK! Can't wait to see,0,human,train,en,23,twitter,0
"My server has been going down lots lately, it makes me a sad WoW player  lol",0,human,train,en,16,twitter,0
how would you feel if @taylorswift13 was in a GoBernos video? eh eh,0,human,train,en,13,twitter,0
"@timdifford cheers, I spotted that - couldn't find it on the App Store though",0,human,train,en,14,twitter,0
He'd go anywhere with me,0,human,train,en,5,twitter,0
@LexiePixie your tarot twreading is next.,0,human,train,en,6,twitter,0
@Bowl_the_Bunny lol love how we put some in stars: *some* haha...*crosses fingers* i hope you get more,0,human,train,en,17,twitter,0
"Great to get bk online, my own net was down",0,human,train,en,10,twitter,0
St Andrews is scaring me.,0,human,train,en,5,twitter,0
Finally done work YAY,0,human,train,en,4,twitter,0
@DTatStar not nice  lol,0,human,train,en,4,twitter,0
i aint alive....im just breathing to death,0,human,train,en,7,twitter,0
Sorry you missed it. Good night!,0,human,train,en,6,twitter,0
oopss did that twice  D: im such a silly moo.,0,human,train,en,10,twitter,0
"@acj525 mummmmmmmmmmm,  can you put the pizza in the oven",0,human,train,en,10,twitter,0
@ibbypop haha yeeahh yeahh you know its only till 2:30 so its not too bad!,0,human,train,en,15,twitter,0
@Jagusti shit! I thought it was months away  I'm not in Sheffield this weekend,0,human,train,en,14,twitter,0
On a JEW mood. Downloading Futures. Chase the Light naman mamaya. Haha.,0,human,train,en,12,twitter,0
Wishes @kirstiealley a Happy Mother's Day!,0,human,train,en,6,twitter,0
"More rain due, ugh, going to a graduation today and was hoping the kids could go swimming",0,human,train,en,17,twitter,0
woke up early today...dont wanna go to school tomorrow...,0,human,train,en,9,twitter,0
"#EU09 In 5 years we need a best coverage. World, take a look here, yes, here, Europe is moving",0,human,train,en,19,twitter,0
That should give you happy thoughts,0,human,train,en,6,twitter,0
@monzongo2009 OH NO!!!  Get well soon   I'm trying to get well myself in the midst of Merola.  Sending you virtual antibiotics,0,human,train,en,21,twitter,0
Dam texts woke me up,0,human,train,en,5,twitter,0
"I could seriously go back to sleep  working 3-11 tonight w/ mitch...but toni won't be there...it's not the same, but i hope it's fun! ilu!",0,human,train,en,25,twitter,0
happy birthday to andy hurley,0,human,train,en,5,twitter,0
Hangin with my bestie suzi,0,human,train,en,5,twitter,0
"FML.. today sucks.. i just hope the dance will bring my soul up.. i pray, but im still sad..i hateee todayyyyyy!!! &gt;;(",0,human,train,en,22,twitter,0
But I will follow,0,human,train,en,4,twitter,0
I'm saying good bye to a good friend tonight... kinda sad,0,human,train,en,11,twitter,0
my last nite in work for weeks.....ah im in such good humour,0,human,train,en,12,twitter,0
"My Sonic skills have not improved... Running, fine. Spinning, awesome. Jump from platform to platform? The fail whale grabs me",0,human,train,en,20,twitter,0
"saw a red balloon flying outside my window. somewhere out there, a kid must be crying because the wind blew his balloon away...",0,human,train,en,23,twitter,0
@JoshBkelley just wanted to say the youngstown girls miss you  .. &amp; what happened to tell it like it is on itunes? cant find it!,0,human,train,en,25,twitter,0
Ahhh...I finally don't have to keep 5 guys happy...I get waited on tonite,0,human,train,en,13,twitter,0
hope you feel better mommy  I love you :X,0,human,train,en,9,twitter,0
@KandyChazer it is...but i was told i was gonna be entertained and i wasnt,0,human,train,en,14,twitter,0
yay! just realized i'm not driving this trip and can do all the twittering!,0,human,train,en,14,twitter,0
"@amf7 Thank you for reminding me! I actually have something in mind given the date. Hint, it's Star Trek related.",0,human,train,en,20,twitter,0
Just got pulled over on 36. I am fucking terrified of cops. My headlights out I guess  mew.,0,human,train,en,18,twitter,0
gotta go check/console/convince 2 yo to stay in bed and that he actually WANTS to go to sleep... 20 min nap in car= past his sleep...,0,human,train,en,26,twitter,0
@cali_g510 ok   I got you!,0,human,train,en,5,twitter,0
Changed the background on here. About to go watch 'Mary Shellys Frankenstein'.  Add: http://bit.ly/4Qhlv,0,human,train,en,14,twitter,0
"@MANDY_EMMERSON I know you do, Go TEAM GB",0,human,train,en,8,twitter,0
"@sdministry Hey scott, Its Ashli from Shelby County, We met when Rick and Mick were in town. How you been? It been awhile",0,human,train,en,23,twitter,0
@kerryjor Happy Birthday!  Enjoy the cougar years - roar!,0,human,train,en,9,twitter,0
I work 9-6 today with bitch boss,0,human,train,en,7,twitter,0
3 little birds pitch by my door step singing sweet songs of melodies pure &amp; true sayin dis is my message 2 you: dont worry about a thing,0,human,train,en,28,twitter,0
Church of the Highlands @ 11:30 in the Bryant Conference Center! BE THERE!,0,human,train,en,13,twitter,0
Off to london biggin hill,0,human,train,en,5,twitter,0
@Burlesquetron oh sorry I didn't see this tweet further down sorry. unhappy DD = 4 champers 4 me + looking 4 hair dye in back of cupboard,0,human,train,en,27,twitter,0
@laurie_pringle I mention it in the blog post. It's in Vancouver.,0,human,train,en,11,twitter,0
I am soooo happy!!!,0,human,train,en,4,twitter,0
@Itxi_Itx @th3maw  This is a great conversation.  What else might you do with your sheets during the act of love?  eh?  eh?,0,human,train,en,22,twitter,0
@lovelyberries haha you can cuddle with me anytime,0,human,train,en,8,twitter,0
had a lovely birthday.  http://plurk.com/p/xedq0,0,human,train,en,5,twitter,0
@judez_xo ugly kids there?  woahh where am i then.,0,human,train,en,9,twitter,0
@canadianfamily The best thing about my Mother's Day was my son. And the card my husband got me 'from' our 5.5 week old son.,0,human,train,en,24,twitter,0
ugh sdre isnt coming here  lame. today can suck my dick.,0,human,train,en,11,twitter,0
TWO More weeks and its back to work.,0,human,train,en,8,twitter,0
is healthy breakfast then back to geography revision,0,human,train,en,8,twitter,0
off to sleep. GOOD NIGHT WORLD  hope it'll not rain tomorrow.,0,human,train,en,11,twitter,0
Kylie's being a bad girl today.,0,human,train,en,6,twitter,0
@LaYdeeDeliSh he's definately a strong lil guy!,0,human,train,en,7,twitter,0
I watched UP! This time I cried  It's really sad and hilarious ... That movie totally rocks!,0,human,train,en,17,twitter,0
just booked my driving test,0,human,train,en,5,twitter,0
i've been working for more than 24 hours now,0,human,train,en,9,twitter,0
"@ddlovato I wish I was a celeb like you, Miley Cyrus, Selena Gomez, Taylor Swift, and all those pretty girls out there!",0,human,train,en,22,twitter,0
I can't believe the last survivor of the Titanic died...that's really sad!,0,human,train,en,12,twitter,0
Starting to wonder if my future landlord is crazy or prejudice against americans.. this may not end well,0,human,train,en,18,twitter,0
@kiniaq and the reasons are never wrong my dear... they are absolutely lovely  wow,0,human,train,en,14,twitter,0
@lexia well done on all your reporting.  Haven't been vocal but have enjoyed and appreciated your work. Cheers lady.,0,human,train,en,19,twitter,0
I would love the 85mm 1.2 .. but would settle for the 85mm 1.8. I'd also love a 1Dsmark3 for it to sit on,0,human,train,en,24,twitter,0
@AngelIVXXX very good price,0,human,train,en,4,twitter,0
@MrRathbone You have many friends here who will walk with you through the dark and the light. Smile,0,human,train,en,18,twitter,0
soo hungry! hot dogs with all the fixings? sounds yummy !,0,human,train,en,11,twitter,0
is having a bad day - email not working properly and looks like the 10km run is off for me,0,human,train,en,20,twitter,0
@officialnjonas you speak my name in chat? please?I am a big fan your...follow me?,0,human,train,en,14,twitter,0
"@Hail_Mary_Jane: never date anyone who's on twitter, then you can't tweet about how whack they are.&lt;----sooooooooo true",0,human,train,en,17,twitter,0
@BrianMcnugget still your old joker kinda self...im glad...i kinda miss it,0,human,train,en,11,twitter,0
un vot pe blogoree pls: http://bit.ly/ueUb6   Multumesc!,0,human,train,en,7,twitter,0
"Dear baby, I can't wait until your teething days are over.",0,human,train,en,11,twitter,0
"@ninasplayground LOL, I didn't know it was on  OF COURSE if watch that dumb bitches show ;-) like a train wreck... Can't stop watching ;)",0,human,train,en,25,twitter,0
@imPLastic,0,human,train,en,1,twitter,0
"BlackBerry troubles all over.. fortunately enough I don't have one! My HTC Touch works fine, for almost 2 years!",0,human,train,en,19,twitter,0
@MeganBull how do you know how much your twitter profile is worth?? haha...or was that a joke?,0,human,train,en,17,twitter,0
http://mobypicture.com/?yxykxt - I knew it from the start. It's a two year old t-shirt by now. Always makes me pleased to see though.,0,human,train,en,23,twitter,0
I had Wendy's before this. That was a bad choice   http://twitpic.com/6vlkp,0,human,train,en,11,twitter,0
@cjm55 Thanks!,0,human,train,en,2,twitter,0
"why do people not just try to understand instead of getting pissed off  when someone needs you, its cause they love you...",0,human,train,en,22,twitter,0
@Castiel_ yeah. totally.,0,human,train,en,3,twitter,0
CDC Vaccine Advisor Pockets $29 Million Promoting Vaccines -  http://is.gd/M7Q8 - MORE ELITIST SCUM VACCINATION PROFITEERING - Sorry,0,human,train,en,18,twitter,0
@MissChriis i don't know how to celebrate yet. lol but i'm very excited about it.,0,human,train,en,15,twitter,0
@windsorj Poor thing  Hope you feel brighter soon x,0,human,train,en,9,twitter,0
Ah. The perfect summer day was ruined by the rain. Too good to be true.  but its still hot as hell. I feel sticky and gross. Long day. Ha,0,human,train,en,29,twitter,0
i gotta work today,0,human,train,en,4,twitter,0
@nowamunkie My pleasure.,0,human,train,en,3,twitter,0
bob to the top high school musical porno. ftw,0,human,train,en,9,twitter,0
@DavidArchie I'm running a fever  If you gave me a shoutout I swear I'd get better! (HINTHINT!) HAHAHA.,0,human,train,en,18,twitter,0
"@edicius during this Stanley Cup match up, yes, I am a Pens fan.",0,human,train,en,13,twitter,0
"@besz I will tell you on Thursday all about Tuesday, I promise. How bout I skip all this, and just eat the monkey for breakfast?",0,human,train,en,25,twitter,0
I thought it was meant to be a hot summer  to mean rain doesnt mean hot.,0,human,train,en,16,twitter,0
doesn't know what to do with himself today... but might get some blonde put in his hair for summer,0,human,train,en,19,twitter,0
just wants to get it over and done with. I miss working,0,human,train,en,12,twitter,0
@Boy_Kill_Boy Anything for first class tix,0,human,train,en,6,twitter,0
"@Jason25329 Sorry to hear that  but hey, you're eating well at least!",0,human,train,en,12,twitter,0
Phew! Done rewriting the 1st bit of my results to order. Reread comments from bosses to ensure I'd incorporated them. Had. But sad now.,0,human,train,en,24,twitter,0
morning tweeple  hope you all have a great monday,0,human,train,en,9,twitter,0
"Home and off for hopefully, a sunny weekend",0,human,train,en,8,twitter,0
"@innocent_eyez26 OMG :o ahahaa. oh well, thats common there  hihii",0,human,train,en,10,twitter,0
packing up my room...,0,human,train,en,4,twitter,0
CEO is on the floor today. Need to be careful while surfing today. It's all work and no play day.,0,human,train,en,20,twitter,0
hitting the gym!  its bout time,0,human,train,en,6,twitter,0
"Wife just left on a motorcycle ride. I still need to get my Washington plates , so I am at home, Drat!",0,human,train,en,22,twitter,0
@TwilightilDawn Oh man I want palm trees and the beautiful ocean! Not cow town CO  Follow @peterfacinelli @billy_burke,0,human,train,en,18,twitter,0
#musicmonday King Blues My Bolder,0,human,train,en,5,twitter,0
"I have a 1,500-word deadline in 2 days, stacks of research materials are surrounding me, and I don't have a clue how to start  Need coffee",0,human,train,en,26,twitter,0
@gfalcone601 well at least you had a great time and thats what's important!,0,human,train,en,13,twitter,0
"Oh and more car FAIL, after all the work i had done Fri., the Check Engine light went on just as i got home last night",0,human,train,en,26,twitter,0
@itwittmyclit I'm jealous. I wanna nerd out,0,human,train,en,7,twitter,0
"@PiKaHsSo Sup fam? Hope you have a GREAT weekend! Keep doing what u do, we appreciate u",0,human,train,en,17,twitter,0
http://twitpic.com/4eg0i - Before his hair cut. I just wanna kiss that little face all day long,0,human,train,en,16,twitter,0
