text,label,multi_label,split,language,length,source,potential_noise
哈哈哈……[偷笑][偷笑] //@盛恩齐: 你一走我就变最胖的了郁闷中~~~//@相声演员张瀚文: 好咧姐姐……必须请你吃大餐 //@米迦勒Mai: 祝你有好的发展大弟[悲伤]有机会去首都请我吃饭[爱你],0,human,train,zh,6,weibo,0
我真是后悔以前写协作单没这么写啊 //@阿双的野望:继上次的呵呵之后又一神作[哈哈][哈哈][哈哈][哈哈]//@丹简单单:哈哈哈哈哈 //@无感官:哈哈哈哈~下次我也这么写~真实写照啊~！,0,human,train,zh,3,weibo,0
特棒的球幕电影，可惜太短了。 //@郭霞: @孟洁_北京天文馆 //@北京天文馆: 一定要来看哦[抱抱],0,human,train,zh,5,weibo,0
[泪][泪][泪]这四天三夜的感动。,0,human,train,zh,1,weibo,0
贾老师这是有闲有艺有情趣[花心]//@李败山:老贾勤快人~俺是耐不住这个烦滴[哈哈],0,human,train,zh,1,weibo,0
长那么大了，第一次看到真正的大草原。就是缺了悠悠青草。[哈哈]不过很开心啦。,0,human,train,zh,1,weibo,0
#在路上#不为公路添堵，坐上火车走起[嘻嘻] 我在#南京火车站# http://t.cn/zOgJOmv,0,human,test,zh,3,weibo,0
今天#我是歌手#第一个是谁唱，在车上好急[抓狂],0,human,train,zh,1,weibo,0
你俩合拍不[偷笑]//@Daniel风的来世:拉倒吧，我连自己还没推销出去呢，我先解决我自己的问题再说了[泪] //@蕊jojo是个小疯子:回复@Daniel风的来世:那你快点给我推销出去 小清新 //@Daniel风的来世:看来不靠谱一直没能把你推销出去啊[黑线] //@蕊jojo是个小疯子:请珍惜我。。，,0,human,train,zh,5,weibo,0
#旅行攻略# 给假期打算去青城山旅游的朋友！补充#青城后山徒步路线#：从泰安古镇沿着右路上山，走飞泉沟，到翠映湖，不去登顶，向左走，到又一村下行，走龙隐峡栈道，五龙沟，这样，青城后山的美景基本上都囊括了。上去4公里，下来6公里，还不错哦！[抱抱],0,human,test,zh,2,weibo,0
还好是实货，要是整点稀的。。[晕][晕] //@刘秃子:喝尿都不怕看一眼大便会死阿,0,human,train,zh,2,weibo,0
清迈大学姑娘[?]//@Albus: 榴莲饭 椰汁海鲜汤 猪脚饭[泪][泪] //@赫萝晓夫:[泪][泪]芒果糯米饭 冬阴功汤 炒面,0,human,train,zh,7,weibo,0
女39 大红 快来一双老板[嘻嘻],0,human,test,zh,3,weibo,0
在思餐厅，度过周日好时光！[鼓掌],0,human,train,zh,1,weibo,0
蜀，一天爆红！祝你早日破6 亿哦[爱你]//@断翅的魔鬼:是有多强大？仅今天一天浏览量就过10万了。爆红吗？[爱你]@豆果网 @小聪明,0,human,train,zh,3,weibo,0
"还有这一说啊，看书单时纳了几次闷，有的提了“伪军”，有的提都没提。但不管怎么说，大家名利均沾吧。//@漫游者粒子://@纪念萧红: [哈哈]//@上海陈子善:""伪军""得奖，＂皇军＂领奖。[偷笑][哈哈] //@布衣书局:转发微博",0,human,train,zh,3,weibo,0
欢迎光临我们@五洲皇冠自助餐大使 ~吃的真香哦~期待常来~[嘻嘻],0,human,train,zh,2,weibo,0
这年头都怎么啦？绿豆竟然熬不翻沙！[衰][衰][衰]嚼起来口感肉肉的，像薏米一样。请教高人：是品种还是生长期问题？再换品种试试。 我在:http://t.cn/zHFSD2j,0,human,train,zh,2,weibo,0
[哈哈][哈哈]很牛嘛还让某学府跟着你沾了大光啊哈哈哈,0,human,train,zh,1,weibo,0
#OK帮官方商城#[亲亲][亲亲][亲亲]二手92%新#LV黑棋盘格#双肩背包，尺寸45*26*17，9xxx【询价请扫微信二维码】[亲亲][亲亲][亲亲]【@OK帮奢侈品交易平台：全新、二手、寄卖、代购、鉴定、清洗、修复】,0,human,train,zh,1,weibo,0
[赞]//@老头夜话: 坚持做下来很不简单，值得称赞！//@张帆DORA: [嘻嘻] @王永 在我们回龙观社会是名人，无人不知无人不晓的~~~ 可惜他搬走了，我们很多邻居都很想念他的~~~,0,human,train,zh,6,weibo,0
@merlinsher [爱你][带着微博去旅行][嘻嘻]//@杨建国:转发微博。,0,human,train,zh,2,weibo,0
今儿陪某人去改车，本以为三小时就能搞定的事，竟然耗了我们8个小时！在那个又暗又冷又没得坐的地库，我被冻傻了[泪]回来洗个热水澡，点个精油香薰，舒服哉[打哈气],0,human,train,zh,1,weibo,0
回复@hiroto93:没有啊！而且举办音乐会的时候有可能需要做工作[泪] //@hiroto93:话说回来叔叔的演出会有视频吗？？[可爱],0,human,train,zh,2,weibo,0
?影「非常幸?」??海?耶[鼓掌]?//@电影非常幸运:#非常幸运#其实还能这样玩：身为电影小编，谁说不能公然卖萌！！！[xkl转圈],0,human,train,zh,1,weibo,0
送个艺龙旅行梦想吧！[哈哈],0,human,test,zh,1,weibo,0
我想说。。。。。。。。。。你呢？//@实用小百科: 你妹~[怒],0,human,train,zh,2,weibo,0
[嘻嘻][good] 很会点菜木~//@杨凌农林博览园: 欢迎您再来喔! //@faybeauty:哈哈，你这中午发这个馋人呢,0,human,train,zh,4,weibo,0
[汗] //@妮霓蜀杰酒:人家替身演的。//@清凉寺大鼻子张老道: 我找她专辑坚定一下[哈哈],0,human,train,zh,3,weibo,0
哈哈哈我经常干这个事情[哈哈],0,human,train,zh,1,weibo,0
OMG，太出乎我的预料了！[可爱]原来最适合@不要叫我晓姐 居住的城市竟然是这个！[偷笑]快来看看你最适合居住在哪个城市吧：http://t.cn/zONAPU7,0,human,train,zh,2,weibo,0
[爱你][爱你][爱你][爱你][爱你][爱你][爱你][爱你][爱你][爱你][爱你][爱你][爱你][爱你][汗][爱你],0,human,train,zh,1,weibo,0
15公里跑步？ 什么样的培训？爱你的咖啡豆57 先为你加油[亲亲],0,human,train,zh,3,weibo,0
“他在丛中笑！”[太开心][威武]  @五哥曹进 收图勒！[耶],0,human,train,zh,3,weibo,0
大家都听听吧[泪],0,human,train,zh,1,weibo,0
??有些不好，下了整整一天的大暴雨，?大雨大，打得房?外的芭蕉?着腰。打???不小心碰到蕉?，好嘛，整?汪了一天的水灌我一脖子[晕]接行李?一不小心又跌了一跤。[泪],0,human,train,zh,1,weibo,0
回复@明净的微博:[哈哈] //@明净的微博:相爱了……相爱……爱……我扶墙而出……心脏实在承受不住这群P的强烈刺激啊……[晕] //@广播人沈雷:[晕]还相亲了，相爱了？我一蹦，掉落一地芝麻,0,human,test,zh,3,weibo,0
@琪缘 兄弟送的小挂历，充满了励志的正能量！感谢，祝你和你的团队在浓烟滚滚的2013飞跃迷雾，为全天下吃货们的幸福继续努力！[嘻嘻]@美食,0,human,train,zh,2,weibo,0
永恒的主题[good]//@花花露166: [玫瑰]//@北大吕伟忠: 玉儿好//@美玉琪儿: [微风]//@阳明斋：//@美玉琪儿: 忠叔早上好！[兔子]//@北大吕伟忠：[可爱]//@美玉琪儿: [赞],0,human,train,zh,6,weibo,0
看什么看！[太开心],0,human,train,zh,1,weibo,0
老爸打来电话唠叨了近一个小时！我的妈呀~头都要炸了~彻彻底底地反过来了~从来不唠叨我的老爸光荣地接了曾经专属老妈的活，并且一山更比一山高啊~此刻想起陈小春的歌：神啊！救救我吧！[抓狂],0,human,train,zh,1,weibo,0
AUDI PR RP很高！[爱你][鼓掌][鼓掌] //@小鱼MM00:@董芳0000 @吴绍庆Jacky @RT罗宾糖 它走啦！热烈欢送！,0,human,train,zh,7,weibo,0
@刘春 离开二狗的日子...@孔二狗 你看看[泪],0,human,train,zh,3,weibo,0
他可以不用去乞讨了。//@范筱薇：//@盛大文学华文天下: 这样的字体完全可以用到封面设计上，哈哈，真是有才华的老人！[鼓掌],0,human,train,zh,2,weibo,0
假的，昨天辟谣了//@王赛赛:他将雪人群取名《我不愿意让你一个人生孩子》， [衰][吃惊][衰][吃惊][衰][吃惊]什么情况啊？？？//@博思笃行-徐彬:有才，不过感动不一定是爱情[嘻嘻]继续寻找吧~,0,human,train,zh,2,weibo,0
你能吃的完吗三哥//@碧玉貔貅:这才是过日子！[嘻嘻],0,human,train,zh,1,weibo,0
欢迎参与到未名四合院的文化活动中，留下墨宝，交流民乐，出借民族服装留影。]弘扬中国传统文化。[嘻嘻][爱你] 我在这里:http://t.cn/z8AcFD0,0,human,train,zh,2,weibo,0
[衰] //@cindy_琛琛://@Kevin的麦克疯: //@明蕉:@穆TF @仙女帮帮主 @何苗hemi @九-公主 @被猫奴役的日子 @范乙锌Vivian @Kevin的麦克疯,0,human,train,zh,9,weibo,0
他用才是最好使呢吧?[哈哈] //@郭燕娃:  @杨烁Niki 这招儿也只有你能想得出来[崩溃][崩溃][崩溃]你当谁用都好使呢[崩溃][崩溃][崩溃],0,human,train,zh,4,weibo,0
女人何苦为难女人，那些体重两位数的菇凉放三位数的妹纸一条生路吧~[泪][泪][泪]体重三位数的默默转走。。。[泪],0,human,train,zh,1,weibo,0
嘿嘿~ 这个贴很不错[抱抱],0,human,train,zh,2,weibo,0
//@丁小丁杰静:[泪]// @广告也疯狂 :赞！,0,human,train,zh,3,weibo,0
三石还没有吃到哦。[爱你],0,human,train,zh,1,weibo,0
[衰]//@王佳庆123: [衰] //@精品传媒_美彤:天哪！ //@絮子Grace:我的神仙奶奶呀，太立志啦啦啦，好吧，明天减肥[衰][馋嘴][哈哈] //@姚又琳Cloris:[爱你][爱你] //@夏天的素描:太励志了！！！,0,human,train,zh,6,weibo,0
还让女人肿么活啊。。。 //@醉眼:[晕] //@虾妞：这个真的，很难辨啊。。。而且还长的挺标致。。,0,human,train,zh,3,weibo,0
西单Style[嘻嘻],0,human,train,zh,1,weibo,0
不要跟缺德国家打成一片[抓狂]//@李正曦Sissi: 太特么坏了，把人带阴沟里他们爬起来走了。。。//@墨?: 俄罗斯居然这么惨！简直太他妈惨了！,0,human,train,zh,3,weibo,0
@将将2010 哎，我真是嫌操心//@文怡:回复@我喜欢倾听:机器上不是写着么[汗][泪] //@我喜欢倾听:这次真要问榨汁机是什么牌子的了，记得你说过用一个月以上才能知道性能，也说了要过一阵子宣布那款榨汁机好用，怎么一直没等到呢？是我错过了吗？没啊，记得你每天的微博我都看啊,0,human,train,zh,3,weibo,0
作为吃货没去过简直是耻辱啊~[抓狂]//@魔王1987: @霍VV [哈哈][哈哈][哈哈] //@大众点评网:据说，很多吃货都默默地浏览过这家店……,0,human,train,zh,4,weibo,0
[失望][失望]减肥是一辈子的功课[生病][生病],0,human,test,zh,1,weibo,0
三里屯，3.3，4楼，鸿雅依莲，美甲店，放着我一年前，最爱的各种歌曲[泪][泪][泪]@杨子伶 @亮svv 大爱漂亮的水晶[爱你][礼物][围观][威武]38快乐，习惯的，快来噢-@昆哥Q @左小强 @翟艳丽Angela,0,human,train,zh,5,weibo,0
我无语了！怎么过了一年大家都变坏了！世道变了[泪][衰],0,human,train,zh,1,weibo,0
回复@何琪CEC:幸灾乐祸[抓狂] //@何琪CEC:么有，还在奋斗中，不过吧，北京的堵貌似与我无关，远近没出亚运村[太开心],0,human,train,zh,2,weibo,0
连着看完了人体蜈蚣I、II 食欲都没了[衰] 还是赶紧想点单纯美好的事物吧：别看我只是一只羊~ 绿草原因为我变得更香 @米莎YOYO @时髦仙伊eleven 我昨晚唱得怎么样[嘻嘻],0,human,test,zh,7,weibo,0
蓝色兰陵王 //@冯绍峰官方影迷会:暂别电视圈的力作#兰陵王# 一定要看啊[泪] 虽然不舍，可是因为很爱很爱你，所以愿意，舍得让你，往更多幸福的方向飞去?[good][亲亲]#兰陵王冯绍峰# #冯绍峰#,0,human,train,zh,5,weibo,0
不想工作了。[泪]//@Joywu_ocean:写的真不错，没去悔啊！！ //@风间零式: 亚历山大帝~,0,human,train,zh,3,weibo,0
?????? //@付瑞亭:[帅][亲亲][偷笑],0,human,train,zh,2,weibo,0
怀孕以后一饿脾气特大[怒][怒],0,human,test,zh,1,weibo,0
很赞的活动[鼓掌][鼓掌][鼓掌],0,human,train,zh,1,weibo,0
[泪][泪][泪]?哀！,0,human,train,zh,1,weibo,0
#Nana酷游世界100天##悠游台湾个人游# 德利豆干，花莲80年老店，50台币以小份，小份哦！吃的我和童童撑死了！[晕]@北京有个老顽童 @台湾自由行 @海峡零距离 @酷讯旅游 @酷讯旅游体验师,0,human,test,zh,6,weibo,0
[good][good][good] //@不会武功的武功李云飞:PM2.5绿净技术：即使车外PM2.5指数在150以上（重度污染），启动后，能在几十秒内将车内空气指数保持在10以内。此技术预计在2013年年底实现车型搭载和应用。[鼓掌],0,human,train,zh,2,weibo,0
嗯，推次//@肚子13号：人品不行…… //@大先儿:想起来，上午洗的车…[晕],0,human,train,zh,2,weibo,0
这一对才是金童玉女啊！！！//@??小?_shine: @Senna小姒 认识他们嘛[爱你],0,human,train,zh,3,weibo,0
妹纸，你是喝高了吗？小脸红扑扑的[哈哈],0,human,train,zh,1,weibo,0
@京东 真不靠谱[抓狂]，昨晚一次网购，用快钱支付11次付款失败，然后换成银联支付，明明支付成功了，却依旧显示待付款。[衰]好不容易找到客服电话，并提供订单号，却说查不到这笔支付，需要等到19点才能知道财务查询具体信息，非常非常失败的网购，足足浪费了数小时和N多话费，对京东太失望了[失望],0,human,test,zh,2,weibo,0
这期@时尚旅游杂志 确实有点内个。坐办公室看，完全身未动，心已远。这班眼瞅没法上了。@雷达太多 你们是要闹哪样啊啊啊[抓狂][抓狂][抓狂]还有没收的同学么，这一期，你值得破费！,0,human,train,zh,3,weibo,0
回复 @骑猪撞树2008:建设六马路中环广场二楼“顶田料理”[嘻嘻] //@骑猪撞树2008:米高哥，成日得张相，边间餐厅又唔介绍，点样DIY又唔写，点得噶。,0,human,train,zh,3,weibo,0
希望这是真的，不是节目组的安排！ //@星座秘语:我又相信?情了~[泪],0,human,train,zh,2,weibo,0
我也有中奖的时候啊[泪][泪],0,human,train,zh,1,weibo,0
"Audi PR[威武],四环太有天缘了，Q3投放&奥迪俱乐部杯，什么也阻挡不了，大家快来吧 [鼓掌]//@关太家的关兜兜:[鼓掌][鼓掌] //@RT罗宾糖:长途，希望他再缩缩... //@小鱼MM00:台风大人终于要离开的意思吧[思考][鼓掌] @RT罗宾糖 @吴绍庆Jacky",0,human,train,zh,7,weibo,0
如果这条狗不是你杀的，那我也就当成一条垃圾微博来看。但是，如果真是你杀的，如果你想靠这种龌龊的行径火的话，我成全你！[怒][怒][怒],0,human,train,zh,1,weibo,0
微博过些日子会送50台烤箱[爱你]//@安娜胡:能不能在微博发[抓狂][抓狂],0,human,train,zh,1,weibo,0
转转转[鼓掌]想来乌鲁鲁的亲们，不要错过给力的返现活动哟！//@澳洲乌鲁鲁中文旅游:支持支持[给力],0,human,train,zh,1,weibo,0
呵呵，一起去@晋一Sunny @一坐一忘 @康乐 //@晋一Sunny: 能至少点两个么？我要吃虾饺和姜汁炖奶，看起来都是简单的东西，在北京找到一家真正好吃的不容易啊。。泪奔一个。。[泪] @毛笔哥哥 @夏柠儿56 @溪边小筑呀 那个小院子。。我们还可以吃完出来去楼上看个电影神马的！,0,human,test,zh,9,weibo,0
回复@野马的足迹:[耶][嘻嘻] //@野马的足迹:哦，也对 //@俺叫老鬼:那就对喽，理当也有！ //@声声入耳761:哈密早市上也有卖的[哈哈][耶] //@向上的力量2014:以前街上多 //@迎风也三尺:现在很少见到[馋嘴] //@向上的力量2014: 这么早？,0,human,train,zh,8,weibo,0
#高级定制# Cartier定制系列   love全钻戒指  很闪很美的一款...[爱你]有木有想送给你心中的那个TA呢...[哈哈][哈哈][哈哈],0,human,train,zh,4,weibo,0
你们这都是不让人活的节奏啊?[抓狂][抓狂][抓狂],0,human,train,zh,1,weibo,0
真想拜托坐我后面打牌的两位神仙般的漫画师，尼玛声音能小点么？[泪],0,human,train,zh,1,weibo,0
没吃饭看这个[泪]，给我留点吧,0,human,train,zh,1,weibo,0
@加菲猫九 [爱你]白哈巴的白桦林秋色斑斓啊[花心]话说新疆的明信片超级卡通小呦[偷笑]再话说@滴水成音长相忆 姐姐咋没一起签个名呢[哼],0,human,train,zh,3,weibo,0
[吃惊][悲伤],0,human,train,zh,1,weibo,0
小岳同学一定要我买这条领带，理由如下：＂爸爸，你戴上肯定好看；爸爸，这领带和律师很对称，觉得象律师戴的；爸爸，你戴上这条领带象老板；爸爸，别的律师看到你戴这么好的领带就会问谁给你选的，你就说是我给选的。＂好吧，买了。[哈哈][哈哈][哈哈],0,human,train,zh,1,weibo,0
耶，看到俺了，还有好盆友[呵呵][哈哈][爱你],0,human,test,zh,1,weibo,0
有的宏观调控用的部门 调控起来还不如不调控//@等待2013的日出:发改委说涨价就涨价，独断专行[怒],0,human,test,zh,2,weibo,0
没睡好[晕],0,human,train,zh,1,weibo,0
参观了香港美心餐饮集团的旗下品牌，真是大开眼界。。还有就是大饱口福了。[哈哈],0,human,train,zh,1,weibo,0
张生，你趴墙头的姿势好专业撒。 //@丁懿Emma:[哈哈]莺莺我来了//@永不磨灭的番号潜伏在黎明之前:满园春色关不住，一只猫儿墙头坐。,0,human,train,zh,2,weibo,0
妈蛋，赶得像个孙子一样[怒],0,human,train,zh,1,weibo,0
回复@靖添尧:童颜永驻！[太阳] //@靖添尧:很对这词噢[嘻嘻]?,0,human,train,zh,2,weibo,0
人作孽，不可活。 //@金韵蓉:气得没法评论了！[怒] //@李静:[怒] //@健康之友吕娜：都疯了吧！[怒],0,human,train,zh,4,weibo,0
长期两地分居，求咬！@小媛lennox//@油么腻LV:俺被咬过????[泪] // @Stray茱蒂 ：是幂幂么[衰],0,human,train,zh,4,weibo,0
我也敢露啊！问题是人家这脸多小啊！[抓狂],0,human,test,zh,1,weibo,0
玩儿吧玩儿吧，我看不见 //@丐帮帮主铁丐: 回复@水水大嘴:帮主出门怎么能没有美女呢 //@水水大嘴:你丫又钓到美女了～～～ //@丐帮帮主铁丐:回复@开心小黛:你马上就自由了  //@开心小黛:好爽的假期，羡慕哇！！悲催的加班ing [泪],0,human,train,zh,7,weibo,0
回复@Kenstephen:你自己都说准了 哈哈 //@Kenstephen:怎么这么准！！不带这么玩的！！[抓狂][抓狂][偷笑][偷笑] //@ggvses:@Kenstephen 没跑。。。[哈哈] //@吴琼_dmg:@硬件学堂 [挖鼻屎] //@ZZ郑重: @洪琦_汽车之家 ……,0,human,train,zh,10,weibo,0
//@G点网: 回复@Scorpio-andy:[嘻嘻] //@Scorpio-andy:这么说我是北方游牧民族的后代？//@G点网: 回复@爱打滚的熊2011:[偷笑] //@爱打滚的熊2011:俺是O型血，呵呵，O型是非常古老的最早血型，主要分布在中原，血缘来源是黄帝集团和东夷集团。你是什么血型，你来自哪里，对照下表看看吧。,0,human,train,zh,5,weibo,0
这几天心情很不好，大姨妈之前的更年期症状越来越突显，我决定明天要大吃一顿，好好开心一下[怒骂],0,human,test,zh,1,weibo,0
嘿，在方文山的店对面有家超平价的美妆店，名字是「小三美日」[哈哈][哈哈],0,human,train,zh,1,weibo,0
有道理…[偷笑] //@大老姣: 回复@leon张鹏:你失恋爱特我们几个干嘛~ //@leon张鹏:小学时候怎么没有女孩儿觉得我[可爱]啊，净失恋了[哈哈][悲伤][衰][偷笑]@??  @ElizabethIsSleeping @大老姣 。。好像几本上都去追马马了[奥特曼]，例如。。@?Fiona [偷笑],0,human,train,zh,8,weibo,0
其?最?是?母子?不是有??，只不?人?人就???始就click 唔中(?不到）[泪] //@??光:咩你??？唔?俾呢件事?生咪得口?！[怒] //@雪隐枫林: 好看~~~~如果有忆万份之一的机会生一个kevin，你会点？,0,human,train,zh,5,weibo,0
堵成介个脆性[怒][怒]直行左转都动弹不得@Niki王含羽,0,human,train,zh,1,weibo,0
今天的北京下雪了，看着最近要连着去的两个地方的温差，真是感慨人类在大自然面前的渺小。俩地方差了60多度！该穿什么呀[晕],0,human,train,zh,1,weibo,0
你们俩够了。。。[生病] //@-最?蜜蜜的孟孟-:回复@王慢慢_2014要努力:是不是想我想的睡不着觉了[哈哈][哈哈][哈哈]米修米修慢慢慢[泪][泪][泪] //@王慢慢_2014要努力:大孟孟、我想你~,0,human,train,zh,3,weibo,0
麻辣，戈壁[怒][怒][怒][怒][怒][怒],0,human,train,zh,1,weibo,0
[鼓掌][鼓掌] //@黄曦ing:看，彩色衣服很上镜噢,0,human,train,zh,2,weibo,0
[馋嘴]下午茶甜点的诱惑从来都很难抵挡，@北京饭店莱佛士 米其林2星厨师创意的特别下午茶，更加期待。[鼓掌],0,human,test,zh,2,weibo,0
//@阿拉蕾cici小美:[good] // @微博搞笑排行榜 :哈哈，太有才了！[哈哈],0,human,train,zh,4,weibo,0
老花？[晕],0,human,train,zh,1,weibo,0
这样糟蹋自己也不知道能得到什么？！//@bravevlang: 你还穿着干啥啊，不就是想露出来吗？这母女//@卉紫忧蓝: 身材真烂[抓狂] //@大河车城刘阳河:这种女人应该关进疯人院。同意的举手。,0,human,test,zh,4,weibo,0
小甜甜瘦了吗[抓狂][抓狂][哈哈][哈哈][思考][思考][偷笑][偷笑] //@蔡康永:?是我的?第一次被改成舞台剧，每次排?都看得我笑中??！《给未知恋人的爱情短信》，主演?容~ @李晟Su 、@李佳航JEAN 、@演?利晴天 、@小甜甜Riva 、@伊洋微博 。[太阳][太阳]我好期待你?在北京上海的正式演出啊！,0,human,train,zh,8,weibo,0
[害羞][可爱][嘻嘻][爱你]//@JR晓伊伊:@love映霓 @G树嘉 哇哇哇！我姐太拉了！有木有有木有？[花心][花心][花心],0,human,train,zh,3,weibo,0
哈，京东也有售啦[哈哈]昨天还有上海读者说，当当网上海地区暂时还没法下单，不知京东可否?没事儿，最多一周，就都有啦[ok],0,human,train,zh,1,weibo,0
你还没回来[抓狂][抓狂][抓狂],0,human,test,zh,1,weibo,0
现在有些人素质真TMD差！！我都不想说了，昨天逛公园，竟然有人趁着天黑，在公园里随地小便！！还TM尿我一头！！草泥马！！傻逼啊！！没看见我正在拉屎啊！！[怒],0,human,test,zh,1,weibo,0
