text,label,multi_label,split,language,length,source,potential_noise
giận con mẹ mày nữa chứ giận :),0,human,test,vi,8,vsmec,0
cười trước nỗi đau của người khác,0,human,train,vi,7,vsmec,0
và rồi xung quanh thắc măc rằng mày đã không còn là con gái từ khi nào,0,human,train,vi,17,vsmec,0
đéo hiểu sao có đứa nghĩ là cứ chơi với nhiều trai là bị sờ soạn kiến thức hạn hẹp vãi cậu ạ,0,human,train,vi,23,vsmec,0
"nói chung thánh này không ai ghét được , trừ hlv kkk , dễ thương gắp trăm thằng pogba ,,, mong cho thằng đó nhanh biến khỏi mu",0,human,train,vi,28,vsmec,0
chẳng bằng bố tao 13 năm tự nhiên hỏi bố biết tên con là gì không thì chần chừ một lúc rồi phun ra tên chị tao,0,human,train,vi,27,vsmec,0
dume sự nghiệp vứt đi đâu,0,human,test,vi,6,vsmec,0
nhưng vẫn tồn tại nhiều đứa con gái không như vậy mà ??,0,human,test,vi,13,vsmec,0
cô gái này thật dễ thương “ anh cứ nhắm mắt làm đại một lần thôi mà “ 😂😂,0,human,train,vi,19,vsmec,0
per ơ ơ ơ đây là đâu vậy,0,human,train,vi,8,vsmec,0
tại sao mày nằm viện mà vẫn xinh thế ??,0,human,train,vi,10,vsmec,0
per đi làm công tình yêu cẩn thận ăn uống nhé,0,human,test,vi,11,vsmec,0
may mà không mua laptop này không thì ăn lìn lâu rồi :(,0,human,train,vi,13,vsmec,0
những cái đáng làm không làm những cái không đáng làm thì làm cho tới,0,human,test,vi,15,vsmec,0
đơn giản 🙂,0,human,train,vi,3,vsmec,0
"hai đứa chia tay , tao nhảy vào .",0,human,train,vi,9,vsmec,0
"cái ly hương nó cũng cướp , hết biết nói gì luôn . 😑",0,human,test,vi,14,vsmec,0
mưa lắm các con giời ở nhà ngủ cho khoẻ nhé .,0,human,train,vi,12,vsmec,0
tình anh em thật đáng khâm phục 😍😍😍,0,human,test,vi,8,vsmec,0
không ngờ tin nhắn riêng tư cũng phải kiêng nể nhắn tin để lỡ có bị chụp vẫn thấy chả sao,0,human,train,vi,21,vsmec,0
lại đến giờ giải trí rồi mềnh ơiiii per =))))),0,human,train,vi,10,vsmec,0
cho bỏ cái ngu đậu xe ẩu tả .,0,human,train,vi,9,vsmec,0
"nhạc buồn quá . bài này là bài "" chia tay trong chiều hoàng hôn nắng úa màu "" - justin bieber cho bạn nào chưa biết nhé . :'(",0,human,train,vi,30,vsmec,0
mình bị say xe bạn à :(((,0,human,train,vi,7,vsmec,0
ăn ở cái gì huhu,0,human,test,vi,5,vsmec,0
có ai như tao không đọc đề thì quen nhưng lại quên phương pháp giải . chắc mất gốc rồi :((,0,human,test,vi,21,vsmec,0
:((( tôi vẫn chưa sẵn sàng để đi học mà,0,human,train,vi,10,vsmec,0
"lũ âm binh khí đụ này phải truy gấp , tao tính đi bơi mà bọn bây làm vậy mất mặt đàn ông chân chính bơi vì đam mê như tao quá 😡",0,human,train,vi,33,vsmec,0
khớp vãi =))))))) mặt con bé,0,human,test,vi,6,vsmec,0
hk động chạm nó cũng dí sấp mặt luôn rồi . dm . 😌,0,human,train,vi,14,vsmec,0
nó lại hợp lí vãi :v,0,human,train,vi,6,vsmec,0
per gần nhà c ơi . hic hic,0,human,test,vi,8,vsmec,0
"ở việt nam một số người không giàu đơn thuần , tiền của họ không biết từ đâu ra nên khi lập sân sau họ có thể chơi trò này .",0,human,train,vi,31,vsmec,0
rồi lỡ ai có bầu mà đi qua không biết nhảy kiểu gì nữa 😂😂,0,human,train,vi,15,vsmec,0
tôi đã giữ lại mấy cái giấy note đã ghi chú khi nào kiểm tra =))))),0,human,train,vi,16,vsmec,0
cách tốt nhất là đứng lên và chọn 1 nơi khác để tìm 1 thứ tốt đẹp hơn và dễ viết hơn :)),0,human,test,vi,23,vsmec,0
"tao ghét mấy thằng có tiền , nhìn ngứa mắt . tính kiểu gì cũng có chỗ không ra gì . có tiền là bố thiên hạ hả .",0,human,train,vi,29,vsmec,0
chia buồn cùng nước pháp,0,human,train,vi,5,vsmec,0
nếu địa phương không xây cầu thì người dân cũng có thể tự làm cầu cây mà . phóng lỡ hụt chân thì xác định nát người .,0,human,train,vi,28,vsmec,0
đọc bình luận mới thấy nhiều người hãm thật sự :))),0,human,train,vi,11,vsmec,0
chụp xong về chia tay ráng chịu :))),0,human,train,vi,8,vsmec,0
phim này thật ra hay nhưng không có tính thực tế . không hay bằng truyện .,0,human,train,vi,17,vsmec,0
ôi đàn bà là những niềm đau 🤣,0,human,train,vi,8,vsmec,0
các cô không chịu mở lòng thì sao chúng tôi lấy được ????? hả các cô gái,0,human,test,vi,17,vsmec,0
kinh vãi 😡,0,human,train,vi,3,vsmec,0
doume khó vậy mà cũng nghĩ ra được 🤣,0,human,train,vi,9,vsmec,0
đây là hình ảnh của boss trước khi có vợ và sau khi có vợ là một tr một vực,0,human,train,vi,20,vsmec,0
lúc thì cuốc đất è cổ ra không có giun mà câu cá 😒,0,human,train,vi,14,vsmec,0
"aaaaa con nhện 😨 "" aaaaaaa con ế !"" - nhện said 😂😂😂",0,human,test,vi,13,vsmec,0
"cưỡng hôn 200 nghìn , thu trăm tỷ phạt 5 triệu , đói trộm 2 cái bánh mỳ 45k phạt đi tù",0,human,train,vi,22,vsmec,0
ê có khi nào đọc bài này xong buồn cười quá cười toác hàm có khi nào đi bệnh viện không các cụ :v,0,human,train,vi,24,vsmec,0
làm nghề không có tâm 🙂,0,human,train,vi,6,vsmec,0
dm con già mà hành xử trâu chó . đời nó sẽ gặp báo ứng,0,human,train,vi,15,vsmec,0
con tao mà bị như này . cả nhà bon kia không quỳ mà xin thì xác con mẹ định luôn,0,human,train,vi,21,vsmec,0
"tính tao tao biết , chẳng có chuyện gì có thể làm tao phát điên cả",0,human,train,vi,16,vsmec,0
per hình như nhà bác có 01 chiếc thì phải ?,0,human,train,vi,11,vsmec,0
per c . bị tinh thần đi xem đi 👻,0,human,train,vi,10,vsmec,0
môi trường làm việc là yếu tố quyết định,0,human,test,vi,9,vsmec,0
mai xem lại phim nay . phim rất hay .,0,human,train,vi,10,vsmec,0
sắp được cống hiến cho tổ quốc rồi . vui quá ...,0,human,train,vi,12,vsmec,0
t chỉ muốn khoe là tao vẫn được nghỉ 1 tuần nữa =))))),0,human,train,vi,13,vsmec,0
dume nhát ma vậy ai coi,0,human,train,vi,6,vsmec,0
tán gái hay vãi,0,human,train,vi,4,vsmec,0
"nó dựng lên nó quay đấy , nghe giọng thằng quay như giọng 2 con bede hôm bữa đánh nhau ở quán nước",0,human,train,vi,23,vsmec,0
ông nào viết vui tính thế =)) cưng thật,0,human,test,vi,9,vsmec,0
"gặp chị này ngoài đời rồi , giọng nhẹ mà hiền lắm nuôn ❤",0,human,train,vi,14,vsmec,0
nhưng mà người khác nhìn vào bảo thế là lẳng lơ,0,human,train,vi,11,vsmec,0
"đừng nên thích mấy ông anh cơ bắp , sợ lắm 😆",0,human,train,vi,12,vsmec,0
"t đề nghị tụi mày trả cái đĩa bay cho con bé đi nghe , tới ca mà vào điều tra thì tụi mày mệt :))",0,human,train,vi,26,vsmec,0
"bác nói v thì tôi cũng xin thua , có tranh luận cũng không như không",0,human,train,vi,16,vsmec,0
cái này là ở đâu vậy ?,0,human,train,vi,7,vsmec,0
đù . ?????? sợ tụt lol,0,human,train,vi,6,vsmec,0
"thanh niên bỏ nhà theo trai rồi bầu bắt sen chăm , thứ hoàng thượng dâm tà",0,human,train,vi,17,vsmec,0
xin chúa thương xót chúng con,0,human,train,vi,6,vsmec,0
như lol,0,human,train,vi,2,vsmec,0
nước biển sao đục quá nhỉ,0,human,test,vi,6,vsmec,0
anh thích em rồi đấy 😂,0,human,train,vi,6,vsmec,0
loại không biết trân trọng những gì mik nhận được thì mãi mãi chỉ là những kẻ nghèo hèn bẩn thỉu 😒,0,human,train,vi,22,vsmec,0
"nhẹ tay quá phải hơn nữa , may mắn là nó chưa cắn ai hay làm gì ai",0,human,train,vi,18,vsmec,0
nhưng công nhận nhìn ngáo cỏ yêu thật =)),0,human,test,vi,9,vsmec,0
"hí hí . tiến sĩ cừu , thạc sĩ cừu ... chẹp chẹp 😃",0,human,train,vi,14,vsmec,0
"cưỡng hôn thì phạt 200 . lừa đảo , chiếm đoạt phạt nhằng 5 cu ( củ ).",0,human,train,vi,18,vsmec,0
vl thánh nào ghép nhạc lầy vãi,0,human,train,vi,7,vsmec,0
"mất 1 phút để say mê một người , một giờ để thích một người và một ngày để yêu một người nhưng có thể lại mất một đời để quên đi hình bóng ấy . đấy là câu xạo lol trong ngôn tình thôi chứ tin thế đéo nào được",0,human,train,vi,51,vsmec,0
per quan tâm per như là 1 đứa em gái thôi . đừng có mà ảo tưởng nha .,0,human,train,vi,19,vsmec,0
"đúng vô cùng , không cần biết làm mệt việc nhiều lương thấp ra sao , làm ở 1 nơi đồng nghiệp như những ngừoi chị trong gia đình , đi làm mà cảm giác thoải mái vui vẻ như ở nhà . nơi có thể ở 9 tiếng 1 ngày",0,human,train,vi,51,vsmec,0
má đớp chanh hùi hụi thế kia mà mặt không nhăn à,0,human,train,vi,12,vsmec,0
đánh cho lắm đéo thấm miếng nào khi main chỉ hất mông 1 phát bay mất tiêu :)),0,human,train,vi,18,vsmec,0
2 thằng chúng mày lại không làm gì được ư ?,0,human,train,vi,11,vsmec,0
ta sao khúc cuối cậu bé xịt nói chuyện hoa làm gì vậy,0,human,test,vi,13,vsmec,0
"đi viện mà tưng tưng ăn uống được là tốt rồi , mừng mày sớm ra viện nhé cô",0,human,train,vi,19,vsmec,0
thỉnh thoảng lại xem lại phim này quá hay và ý nghĩa,0,human,train,vi,12,vsmec,0
ý thức như lol . 😂😂,0,human,train,vi,6,vsmec,0
em nó đây nha các bác . kkkkk :))))),0,human,train,vi,9,vsmec,0
có khi nào là chủ tịch giả vờ không ?,0,human,test,vi,10,vsmec,0
công nhận già thật,0,human,train,vi,4,vsmec,0
nếu để ý kĩ thì lái tàu có thể bước xuống và kéo đường ray qua một bên rồi cho tàu bẻ tay lái một chút là cứu được cái xe . tiếc cái xe quá,0,human,train,vi,36,vsmec,0
sang năm quyêt định đi ngủ cho đỡ mỏi mắt,0,human,train,vi,10,vsmec,0
lụm điều cho ba má . 2 ngàn 1 ngày bỏ heo đất . thằng hàng xóm vô trộm mất . khóc lóc mấy ngày .,0,human,train,vi,26,vsmec,0
gia đình có nhưng tình yêu không thì sao,0,human,test,vi,9,vsmec,0
điện cho đứa bạn . đem mũ ra . coi ai hơn ai . kakaa .,0,human,train,vi,16,vsmec,0
t chỉ chờ đết lúc nó lôi ra xem được cục to như ngón tay không,0,human,train,vi,16,vsmec,0
yêuc nhau một cách tự do . tôn trọng sư riêng tư của nhau,0,human,train,vi,14,vsmec,0
khi bạn ngu tất cả các lĩnh vực như toán học văn học nhưng vẫn cố tỏ ra nguy hiểm,0,human,train,vi,20,vsmec,0
cái gì nó cũng có hạn sử dụng cả 🙂,0,human,test,vi,10,vsmec,0
nghĩ cũng tội mà thôi cũng kệ,0,human,train,vi,7,vsmec,0
lâu lâu mới có dịp ăn bánh trung thu mà gặp bán hàng halo thế này thì cho ế mẹ luôn không mua bán gì hết . xem ai bất hạnh hơn ?,0,human,train,vi,33,vsmec,0
nước tớ nhiều thành phần hãm lồn thế đấy các bạn ạ . tớ gặp là tớ còn ghét nữa là các bạn nước ngoài,0,human,test,vi,25,vsmec,0
vợ dùng phá quá nên boss mới thế 🤧🤧🤧,0,human,train,vi,9,vsmec,0
tao cười tao ỉa =)))))) hâhhahhahahahaha,0,human,train,vi,6,vsmec,0
làm như chỉ có chúng mày biết yêu nhau ý .,0,human,train,vi,11,vsmec,0
trong khi đó lũ con trai lớp tao mỗi lần cắt tóc xong là một vở kịch mới được mở màn :vv,0,human,test,vi,22,vsmec,0
còn tao thì còn không có nổi 1 người tỏ ra thân thiết quan tâm cơ . _ .,0,human,test,vi,19,vsmec,0
một câu chuyện cổ tích xiaolon đầy tính nhân văn !!!,0,human,train,vi,11,vsmec,0
chú này hay ở ngã tư hậu giang với phạm đình hỏ q6 thì phải,0,human,train,vi,15,vsmec,0
giờ cứ thành lập các tổ an ninh . bắt được bao nhiêu . chiên free cho các tiệm bia hết là bao tuyệt chủng 😂😂,0,human,train,vi,26,vsmec,0
tuổi thơ tao dùng n để nướng thằn lằn 😂😂,0,human,train,vi,10,vsmec,0
về nhanh thế,0,human,train,vi,3,vsmec,0
máy xay sinh tố chớ gì .,0,human,train,vi,7,vsmec,0
thật tình là rất xin lỗi anh ở trog video . hi vọng sẽ gặp đuợc anh để xin lỗi và tạ tội với anh . thật ra hộp quà trong video là của con lol per với người yêu nó tặng nhau dịp sinh nhật . híccc,0,human,train,vi,48,vsmec,0
đáng yêu quá,0,human,train,vi,3,vsmec,0
đag bị cuồng mấy video của chế này . ai có ngoài video này tag cho mình xem với nhé 😂😂,0,human,test,vi,21,vsmec,0
dume mặc dù tao rất yêu chó nhưng tao cũng sợ chó nữa :((,0,human,train,vi,14,vsmec,0
ở miền nam nó vẫn không được giá như trước nhưng cũng dư giả,0,human,train,vi,14,vsmec,0
ad hỏi thế này thì có khác gì giữa thịt lợn và thịt chó ăn món nào ? ad hỏi thế này là hơi coi thường chị em đó 🤨,0,human,train,vi,30,vsmec,0
chị khổ mấy cô giáo viên giám đứng ra tố cáo . sau này bị làm khó hoặc trả thù,0,human,test,vi,20,vsmec,0
chỉ tại nó không có ai để nói chuyện nên nói chuyện với mày giết thời gian thôi . ai bỉu mày tưởng tượng chi,0,human,train,vi,25,vsmec,0
buôn bỏ nhưng tình cảm ko thuoc về mình nua . bat đầu kiem tiên,0,human,train,vi,15,vsmec,0
cơm từ thiện không tốn tiền nên không biết quí trọng ý thức còn thấp quá,0,human,test,vi,16,vsmec,0
"má , sờ mông có cái mà táng bố ..??",0,human,test,vi,10,vsmec,0
anh tao làm trò đùa cho chúng mày à :'(,0,human,train,vi,10,vsmec,0
quá nguy hiểm,0,human,train,vi,3,vsmec,0
tôm này vào là nó diệt hết tôm bản địa luôn,0,human,train,vi,11,vsmec,0
con gái con đứa thứ gì vô duyên không mặc cả quần lót,0,human,test,vi,13,vsmec,0
cảm ơn mày đã khai phá cho tao thêm một nét văn hoá đẹp :)),0,human,test,vi,15,vsmec,0
hạnh phúc to nè,0,human,train,vi,4,vsmec,0
tao chỉ tag thế thôi mày hiểu thế nào thì hiểu per,0,human,train,vi,12,vsmec,0
vật chất quyết định ý thức,0,human,train,vi,6,vsmec,0
ủa xây cầu ngắt khúc để troll nhau à,0,human,test,vi,9,vsmec,0
thiệt là dễ thương quá đi mất . 💕,0,human,test,vi,9,vsmec,0
để anh dẫn em đi ăn nha :)),0,human,train,vi,8,vsmec,0
không phải crush :v nhưng mà nhìn ổng cười mỉm nhìn cute vãi -.-😑😆❤,0,human,train,vi,14,vsmec,0
"uống hết bia rồi mới về ,😂😂😂",0,human,train,vi,7,vsmec,0
"đấy , nó đấy . con tim tao đau quá .",0,human,test,vi,11,vsmec,0
"chưa muốn lấy , cơ hội vẫn chia đều cho tất cả các anh : ))",0,human,train,vi,16,vsmec,0
tao chắc chắn là cái sừng đã mọc,0,human,train,vi,8,vsmec,0
tội còn nặng hơn cả khẩu nghiệp nữa 😌😌😌,0,human,train,vi,9,vsmec,0
a cũng ở trong đây à,0,human,test,vi,6,vsmec,0
"ngày xưa toàn ăn cơm với nước mắt , ngày trước giận bố lắm , nhưng giờ mới cảm ơn bố vì như thế mới có mình ngày nay",0,human,train,vi,29,vsmec,0
"bọn tàu copy kịch bản phương tây , chắc bữa sau lại có mấy video make in việt nam như vậy và kịch bản tàu haha",0,human,test,vi,26,vsmec,0
bình tĩnh vãi_chưởng =)),0,human,train,vi,4,vsmec,0
hôm qua tao xem xong ngất xỉu tới giờ mới tĩnh chúng mày ạ 😌😌😌,0,human,test,vi,15,vsmec,0
an toàn cho mình chứ cho ai đâu mà cứ thích kiểu trốn tránh ấy nhỉ ..,0,human,train,vi,17,vsmec,0
hú hồn cái lồn còn nguyên :),0,human,train,vi,7,vsmec,0
per đến con nít chúng ta cũng không bằng là sao ......... tuổi thơ và tuổi thanh xuân nợ chúng ta quá nhiều thứ rồi 😭😭😭😭,0,human,train,vi,26,vsmec,0
yêu quá nè nè,0,human,train,vi,4,vsmec,0
vì bạn chỉ là con trai nắng hoặc em gái mưa thô :(,0,human,train,vi,13,vsmec,0
thế tao mới quyết tâm tìm ra facebook thật của nó để no hết đường lừa các em mới lớn đó,0,human,train,vi,21,vsmec,0
anh nói vậy với em lần nửa đi 🙃,0,human,test,vi,9,vsmec,0
khổ thân em ý .,0,human,train,vi,5,vsmec,0
sống với nhau đến cuối đời người ta cũng chỉ mong có vậy .,0,human,test,vi,14,vsmec,0
chưa kịp đặt chân đến chiêm ngưỡng nó ...,0,human,train,vi,9,vsmec,0
nhìn lũ trẻ yêu nhau mà lòng già xao xuyến,0,human,train,vi,10,vsmec,0
khang khang 1 thời cùng nhau vui say ! bjo thì khác rồi thân ai nấy lo hở chị hố hố ;)),0,human,train,vi,22,vsmec,0
hú hồn,0,human,train,vi,2,vsmec,0
và thế những thanh niên ô dâm vào bình luận về cô giáo mình như đúng rồi . nhân cách mất mẹ nó rồi,0,human,train,vi,24,vsmec,0
"vậy đấy , thế nên con gái mới toàn bị lừa =)))",0,human,test,vi,12,vsmec,0
gì mà ghê vậy 😑 sởn gai ốc,0,human,train,vi,8,vsmec,0
chỉ mong cảnh này sẽ không còn xãy ra ở xã hội này nữa . bất hạnh vậy đủ rồi 😞🙁,0,human,train,vi,21,vsmec,0
trước khi lấy vợ boss có một thân hình hoàn mĩ thế này đây,0,human,test,vi,14,vsmec,0
tuỳ người tuỳ loại,0,human,train,vi,4,vsmec,0
vì yêu người khác nên biết là ngu nhưng vẫn làm :(,0,human,train,vi,12,vsmec,0
nhà anh có cơ to nhưng óc anh bằng quả nho !!,0,human,train,vi,12,vsmec,0
chụp không biết bao nhiêu lần rồi,0,human,train,vi,7,vsmec,0
con này là con lợn hay con gấu hay con ong vậy ????,0,human,train,vi,13,vsmec,0
"theo mình thì không nên vì định kiến xã hội quá khắc nghiệt , họ sẽ bị tổn thương và nghĩ quẩn",0,human,test,vi,22,vsmec,0
per thế mà cháu tôi không biết chơi 😭😭,0,human,test,vi,9,vsmec,0
cậu bạn mẫu giáo năm ấy chép bài cho tao để tao khỏi bị thẻ tay giờ đang nơi đâu ???,0,human,test,vi,21,vsmec,0
"nói chứ uống đi , 1 ly thì giảm ăn một bữa sẽ không khiến mày phì đâu .",0,human,train,vi,19,vsmec,0
bạn này sau này sẽ khó bước qua cái bóng của vai diễn này 🙂,0,human,train,vi,15,vsmec,0
học xong 12 như hết thanh xuân có lẽ phải bỏ lỡ 1 người,0,human,train,vi,14,vsmec,0
hên là chay ra kip,0,human,train,vi,5,vsmec,0
:) cảm giác đó đau lắm các mày ạ,0,human,test,vi,9,vsmec,0
chủ tịch giả làm ăn xin và cái kết . đừng bao giờ coi thường người nghèo,0,human,train,vi,17,vsmec,0
là nhìn người ta đi cạnh 1 cô gái mà bất lực không thể làm gì ngoài việc ngồi nhìn và mỉm cười,0,human,test,vi,23,vsmec,0
nhờn :))),0,human,train,vi,2,vsmec,0
cứ tưởng là người yêu =)),0,human,train,vi,6,vsmec,0
"xã hội giờ nguy hiểm quá . có khi cái con mẹ kia mới là người có ý định bắt cóc trẻ con ấy chứ , hoặc chỉ một câu trêu đùa quái ác như thế cũng đủ mệt",0,human,train,vi,39,vsmec,0
đúng cát bà rồiii ~,0,human,train,vi,5,vsmec,0
tao mà ở đây là sợ rụng trứng luôn chứ đừng nói ăn,0,human,train,vi,13,vsmec,0
per trời đựu cầu hôn nó phải thế . đã đẹp trai còn có não,0,human,train,vi,15,vsmec,0
vẫn bình thường chán làm khách sạn nhọc nhục hơn 👻👻 xoạc nhau nước nôi máu me be bét ra 😭 kinh chết mẹ 😶,0,human,train,vi,25,vsmec,0
chời ơi gì vậy ở giây thứ cuối cùng anh em nha :))),0,human,train,vi,13,vsmec,0
"cái thứ 2 mình thấy lạ lòn , bạn gái người ta ăn , quên chỉnh tóc . người ta chỉnh lại tóc dùm bạn gái mắc gì 2 đứa nó thái độ 😑😑",0,human,test,vi,34,vsmec,0
nó ngáo đá . nay nó leo cột điện . mợ cứu nó xuống mai nó làm vài mạng người,0,human,test,vi,20,vsmec,0
dễ thương kinh khủng . bởi vậy mới nói mấy đứa yêu nhau là lầy nhất,0,human,test,vi,16,vsmec,0
chẳng là cái gì cả,0,human,train,vi,5,vsmec,0
tinh trùng của người ngoài hành tinh thật đáng sợ 👏🏻👏🏻👏🏻,0,human,train,vi,11,vsmec,0
"cái công ty thực phẩm cung cấp cho các trường mầm non thật quá độc ác . vì lợi ích cá nhân mà ảnh hưởng khủng khiếp tới các em . quá dã man . các người gây nên hoạ thì mai này đời con đời cháu sẽ phải gánh nghiệp đó thôi . gieo nhân nào gặt quả ấy , đừng tưởng bây giờ sống nhé nhỉ thế là không sao . đời còn dài lắm",0,human,train,vi,77,vsmec,0
cho con được thay ông bán vé đi 😔,0,human,train,vi,9,vsmec,0
"ờ đúng rồi , có thể chỉ là đang lợi dụng mày viết content free xong thích là sửa thôi hihi",0,human,train,vi,21,vsmec,0
con chó có đuôi . con người có ý thức . đm mấy thằng lol này ý thức đéo bằng con ruồi .,0,human,train,vi,23,vsmec,0
ông bà có đam mê .,0,human,train,vi,6,vsmec,0
nói thiệt là 10 người thanh hoá hết 9 người chả ra gì ...,0,human,train,vi,14,vsmec,0
bản thân quá hạnh phúc khi trong cs này rất . rất nhiều người mơ ước được như mình hiện tại . 😊😊😊,0,human,train,vi,23,vsmec,0
nhiều bạn cứ phán nọ kia nặng lời quá . chỉ là bạn ý có cách bóc phốt duyên dáng và hài hước thôi . chứ đâu có nặng nề như các bác nghĩ ..,0,human,train,vi,35,vsmec,0
boss mắc bệnh nghiện vợ 🤣🤣😭,0,human,test,vi,6,vsmec,0
hẹn gặp lại ngày vào một ngày không xa chúc ngài thượng lộ bình an,0,human,train,vi,15,vsmec,0
xuất sắc quá,0,human,train,vi,3,vsmec,0
có tâm mới có tầm haha,0,human,test,vi,6,vsmec,0
dme thần đèn ăn theo tổng đài vtc à,0,human,train,vi,9,vsmec,0
vì lợi nhuận con người ta có thể độc ác với nhau như vậy sao ???,0,human,test,vi,16,vsmec,0
per mình đi xem phim này nha em ơi,0,human,test,vi,9,vsmec,0
một lần chơi lớn để xem anh em có trầm trồ :3,0,human,train,vi,12,vsmec,0
chỉ sợ lúc nó dí,0,human,train,vi,5,vsmec,0
